B1:
recieved miner in round
     miner 1    :  169
     miner 0    :  169
     miner 3    :  169
     miner 4    :  169
     miner 5    :  169
     miner 6    :  169
     miner 7    :  169
     miner 8    :  169
     miner 2    :  170
     miner 9    :  170
B2:
recieved miner in round
     miner 4    :  351
     miner 0    :  351
     miner 1    :  351
     miner 2    :  351
     miner 3    :  351
     miner 7    :  351
     miner 8    :  351
     miner 9    :  351
     miner 5    :  352
     miner 6    :  353
B3:
recieved miner in round
     miner 8    :  527
     miner 0    :  527
     miner 1    :  527
     miner 2    :  527
     miner 3    :  527
     miner 4    :  527
     miner 5    :  527
     miner 7    :  527
     miner 6    :  528
     miner 9    :  528
B4:
recieved miner in round
     miner 3    :  698
     miner 0    :  698
     miner 1    :  698
     miner 2    :  698
     miner 4    :  698
     miner 5    :  698
     miner 6    :  698
     miner 7    :  698
     miner 8    :  698
     miner 9    :  699
B5:
recieved miner in round
     miner 2    :  869
     miner 3    :  869
     miner 4    :  869
     miner 5    :  869
     miner 6    :  869
     miner 7    :  869
     miner 8    :  869
     miner 9    :  869
     miner 0    :  870
     miner 1    :  870
B6:
recieved miner in round
     miner 3    :  1047
     miner 0    :  1047
     miner 1    :  1047
     miner 4    :  1047
     miner 5    :  1047
     miner 8    :  1047
     miner 9    :  1047
     miner 2    :  1048
     miner 7    :  1048
     miner 6    :  1049
B7:
recieved miner in round
     miner 5    :  1247
     miner 0    :  1247
     miner 1    :  1247
     miner 2    :  1247
     miner 3    :  1247
     miner 6    :  1247
     miner 7    :  1247
     miner 8    :  1247
     miner 9    :  1247
     miner 4    :  1248
B8:
recieved miner in round
     miner 4    :  1418
     miner 0    :  1418
     miner 1    :  1418
     miner 2    :  1418
     miner 6    :  1418
     miner 7    :  1418
     miner 8    :  1418
     miner 5    :  1419
     miner 9    :  1419
     miner 3    :  1420
B9:
recieved miner in round
     miner 6    :  1607
     miner 0    :  1607
     miner 1    :  1607
     miner 2    :  1607
     miner 3    :  1607
     miner 4    :  1607
     miner 5    :  1607
     miner 7    :  1607
     miner 8    :  1607
     miner 9    :  1607
B10:
recieved miner in round
     miner 6    :  1773
     miner 1    :  1773
     miner 2    :  1773
     miner 3    :  1773
     miner 4    :  1773
     miner 7    :  1773
     miner 8    :  1773
     miner 9    :  1773
     miner 0    :  1774
     miner 5    :  1774
B11:
recieved miner in round
     miner 6    :  1949
     miner 1    :  1949
     miner 2    :  1949
     miner 3    :  1949
     miner 4    :  1949
     miner 8    :  1949
     miner 0    :  1950
     miner 5    :  1950
     miner 7    :  1950
     miner 9    :  1950
B12:
recieved miner in round
     miner 7    :  2119
     miner 0    :  2119
     miner 1    :  2119
     miner 2    :  2119
     miner 3    :  2119
     miner 5    :  2119
     miner 6    :  2119
     miner 8    :  2119
     miner 9    :  2119
     miner 4    :  2120
B13:
recieved miner in round
     miner 4    :  2290
     miner 0    :  2290
     miner 2    :  2290
     miner 6    :  2290
     miner 8    :  2290
     miner 9    :  2290
     miner 1    :  2291
     miner 3    :  2291
     miner 5    :  2291
     miner 7    :  2291
B14:
recieved miner in round
     miner 3    :  2477
     miner 1    :  2477
     miner 5    :  2477
     miner 6    :  2477
     miner 7    :  2477
     miner 8    :  2477
     miner 0    :  2478
     miner 2    :  2478
     miner 4    :  2479
     miner 9    :  2479
B15:
recieved miner in round
     miner 6    :  2678
     miner 0    :  2678
     miner 1    :  2678
     miner 2    :  2678
     miner 3    :  2678
     miner 4    :  2678
     miner 8    :  2678
     miner 5    :  2679
     miner 7    :  2679
     miner 9    :  2679
B16:
recieved miner in round
     miner 6    :  2845
     miner 0    :  2845
     miner 1    :  2845
     miner 2    :  2845
     miner 3    :  2845
     miner 4    :  2845
     miner 5    :  2845
     miner 7    :  2845
     miner 8    :  2845
     miner 9    :  2845
B17:
recieved miner in round
     miner 4    :  3018
     miner 0    :  3018
     miner 1    :  3018
     miner 2    :  3018
     miner 3    :  3018
     miner 5    :  3018
     miner 7    :  3018
     miner 8    :  3018
     miner 9    :  3018
     miner 6    :  3019
B18:
recieved miner in round
     miner 9    :  3203
     miner 0    :  3203
     miner 1    :  3203
     miner 3    :  3203
     miner 4    :  3203
     miner 6    :  3203
     miner 7    :  3203
     miner 8    :  3203
     miner 5    :  3204
     miner 2    :  3205
B19:
recieved miner in round
     miner 6    :  3380
     miner 0    :  3380
     miner 1    :  3380
     miner 2    :  3380
     miner 4    :  3380
     miner 5    :  3380
     miner 7    :  3380
     miner 8    :  3380
     miner 9    :  3380
     miner 3    :  3381
B20:
recieved miner in round
     miner 2    :  3558
     miner 0    :  3558
     miner 1    :  3558
     miner 3    :  3558
     miner 4    :  3558
     miner 5    :  3558
     miner 6    :  3558
     miner 7    :  3558
     miner 8    :  3558
     miner 9    :  3558
B21:
recieved miner in round
     miner 2    :  3739
     miner 0    :  3739
     miner 3    :  3739
     miner 5    :  3739
     miner 6    :  3739
     miner 7    :  3739
     miner 8    :  3739
     miner 9    :  3739
     miner 1    :  3740
     miner 4    :  3740
B22:
recieved miner in round
     miner 0    :  3932
     miner 1    :  3932
     miner 2    :  3932
     miner 3    :  3932
     miner 5    :  3932
     miner 6    :  3932
     miner 7    :  3932
     miner 8    :  3932
     miner 9    :  3932
     miner 4    :  3933
B23:
recieved miner in round
     miner 7    :  4107
     miner 1    :  4107
     miner 2    :  4107
     miner 3    :  4107
     miner 4    :  4107
     miner 5    :  4107
     miner 6    :  4107
     miner 8    :  4107
     miner 0    :  4108
     miner 9    :  4108
B24:
recieved miner in round
     miner 5    :  4275
     miner 0    :  4275
     miner 3    :  4275
     miner 4    :  4275
     miner 7    :  4275
     miner 8    :  4275
     miner 9    :  4275
     miner 1    :  4276
     miner 2    :  4276
     miner 6    :  4277
B25:
recieved miner in round
     miner 8    :  4452
     miner 1    :  4452
     miner 2    :  4452
     miner 4    :  4452
     miner 5    :  4452
     miner 6    :  4452
     miner 7    :  4452
     miner 9    :  4452
     miner 0    :  4453
     miner 3    :  4453
B26:
recieved miner in round
     miner 2    :  4632
     miner 0    :  4632
     miner 1    :  4632
     miner 3    :  4632
     miner 4    :  4632
     miner 5    :  4632
     miner 7    :  4632
     miner 8    :  4632
     miner 6    :  4633
     miner 9    :  4633
B27:
recieved miner in round
     miner 6    :  4814
     miner 0    :  4814
     miner 2    :  4814
     miner 3    :  4814
     miner 8    :  4814
     miner 9    :  4814
     miner 1    :  4815
     miner 4    :  4815
     miner 5    :  4815
     miner 7    :  4815
B28:
recieved miner in round
     miner 3    :  4989
     miner 0    :  4989
     miner 1    :  4989
     miner 4    :  4989
     miner 5    :  4989
     miner 7    :  4989
     miner 9    :  4989
     miner 2    :  4990
     miner 6    :  4990
     miner 8    :  4990
B29:
recieved miner in round
     miner 1    :  5156
     miner 0    :  5156
     miner 2    :  5156
     miner 3    :  5156
     miner 4    :  5156
     miner 5    :  5156
     miner 6    :  5156
     miner 7    :  5156
     miner 8    :  5156
     miner 9    :  5157
B30:
recieved miner in round
     miner 5    :  5331
     miner 0    :  5331
     miner 1    :  5331
     miner 2    :  5331
     miner 3    :  5331
     miner 4    :  5331
     miner 7    :  5331
     miner 8    :  5331
     miner 6    :  5332
     miner 9    :  5332
B31:
recieved miner in round
     miner 2    :  5499
     miner 0    :  5499
     miner 1    :  5499
     miner 3    :  5499
     miner 4    :  5499
     miner 5    :  5499
     miner 6    :  5499
     miner 7    :  5499
     miner 8    :  5499
     miner 9    :  5499
B32:
recieved miner in round
     miner 7    :  5684
     miner 0    :  5684
     miner 1    :  5684
     miner 2    :  5684
     miner 3    :  5684
     miner 4    :  5684
     miner 5    :  5684
     miner 6    :  5684
     miner 8    :  5684
     miner 9    :  5684
B33:
recieved miner in round
     miner 4    :  5856
     miner 0    :  5856
     miner 2    :  5856
     miner 3    :  5856
     miner 5    :  5856
     miner 6    :  5856
     miner 7    :  5856
     miner 8    :  5856
     miner 9    :  5856
     miner 1    :  5857
B34:
recieved miner in round
     miner 1    :  6033
     miner 0    :  6033
     miner 2    :  6033
     miner 5    :  6033
     miner 6    :  6033
     miner 9    :  6033
     miner 3    :  6034
     miner 4    :  6034
     miner 7    :  6034
     miner 8    :  6035
B35:
recieved miner in round
     miner 8    :  6219
     miner 0    :  6219
     miner 1    :  6219
     miner 2    :  6219
     miner 3    :  6219
     miner 4    :  6219
     miner 5    :  6219
     miner 6    :  6219
     miner 9    :  6219
     miner 7    :  6220
B36:
recieved miner in round
     miner 9    :  6389
     miner 0    :  6389
     miner 1    :  6389
     miner 2    :  6389
     miner 3    :  6389
     miner 4    :  6389
     miner 5    :  6389
     miner 6    :  6389
     miner 7    :  6389
     miner 8    :  6391
B37:
recieved miner in round
     miner 3    :  6557
     miner 1    :  6557
     miner 2    :  6557
     miner 4    :  6557
     miner 7    :  6557
     miner 8    :  6557
     miner 9    :  6557
     miner 0    :  6558
     miner 5    :  6558
     miner 6    :  6558
B38:
recieved miner in round
     miner 1    :  6725
     miner 0    :  6725
     miner 3    :  6725
     miner 4    :  6725
     miner 6    :  6725
     miner 7    :  6725
     miner 9    :  6725
     miner 2    :  6726
     miner 5    :  6726
     miner 8    :  6726
B39:
recieved miner in round
     miner 0    :  6910
     miner 1    :  6910
     miner 3    :  6910
     miner 5    :  6910
     miner 6    :  6910
     miner 7    :  6910
     miner 9    :  6910
     miner 2    :  6911
     miner 4    :  6911
     miner 8    :  6911
B40:
recieved miner in round
     miner 6    :  7089
     miner 0    :  7089
     miner 1    :  7089
     miner 2    :  7089
     miner 5    :  7089
     miner 7    :  7089
     miner 8    :  7089
     miner 3    :  7090
     miner 4    :  7090
     miner 9    :  7090
B41:
recieved miner in round
     miner 9    :  7263
     miner 0    :  7263
     miner 1    :  7263
     miner 2    :  7263
     miner 3    :  7263
     miner 4    :  7263
     miner 5    :  7263
     miner 6    :  7263
     miner 7    :  7263
     miner 8    :  7263
B42:
recieved miner in round
     miner 2    :  7448
     miner 0    :  7448
     miner 3    :  7448
     miner 4    :  7448
     miner 5    :  7448
     miner 6    :  7448
     miner 7    :  7448
     miner 8    :  7448
     miner 9    :  7448
     miner 1    :  7449
B43:
recieved miner in round
     miner 5    :  7615
     miner 0    :  7615
     miner 1    :  7615
     miner 2    :  7615
     miner 3    :  7615
     miner 4    :  7615
     miner 6    :  7615
     miner 7    :  7615
     miner 8    :  7615
     miner 9    :  7615
B44:
recieved miner in round
     miner 2    :  7782
     miner 0    :  7782
     miner 3    :  7782
     miner 4    :  7782
     miner 5    :  7782
     miner 6    :  7782
     miner 7    :  7782
     miner 8    :  7782
     miner 9    :  7782
     miner 1    :  7783
B45:
recieved miner in round
     miner 9    :  7949
     miner 1    :  7949
     miner 2    :  7949
     miner 4    :  7949
     miner 5    :  7949
     miner 6    :  7949
     miner 7    :  7949
     miner 8    :  7949
     miner 0    :  7950
     miner 3    :  7951
B46:
recieved miner in round
     miner 9    :  8119
     miner 0    :  8119
     miner 1    :  8119
     miner 2    :  8119
     miner 3    :  8119
     miner 4    :  8119
     miner 5    :  8119
     miner 6    :  8119
     miner 7    :  8119
     miner 8    :  8119
B47:
recieved miner in round
     miner 9    :  8290
     miner 0    :  8290
     miner 1    :  8290
     miner 2    :  8290
     miner 3    :  8290
     miner 4    :  8290
     miner 5    :  8290
     miner 6    :  8290
     miner 7    :  8290
     miner 8    :  8290
B48:
recieved miner in round
     miner 0    :  8466
     miner 3    :  8466
     miner 4    :  8466
     miner 6    :  8466
