B1:
recieved miner in round
     miner 8    :  83
     miner 0    :  83
     miner 1    :  83
     miner 2    :  83
     miner 3    :  83
     miner 6    :  83
     miner 7    :  83
     miner 9    :  83
     miner 4    :  84
     miner 5    :  84
B2:
recieved miner in round
     miner 1    :  171
     miner 2    :  171
     miner 3    :  171
     miner 4    :  171
     miner 5    :  171
     miner 6    :  171
     miner 7    :  171
     miner 8    :  171
     miner 9    :  171
     miner 0    :  172
B3:
recieved miner in round
     miner 5    :  257
     miner 0    :  257
     miner 1    :  257
     miner 2    :  257
     miner 3    :  257
     miner 6    :  257
     miner 7    :  257
     miner 8    :  257
     miner 4    :  258
     miner 9    :  258
B4:
recieved miner in round
     miner 4    :  352
     miner 0    :  352
     miner 1    :  352
     miner 2    :  352
     miner 3    :  352
     miner 5    :  352
     miner 6    :  352
     miner 7    :  352
     miner 9    :  352
     miner 8    :  353
B5:
recieved miner in round
     miner 4    :  444
     miner 1    :  444
     miner 6    :  444
     miner 7    :  444
     miner 3    :  445
     miner 5    :  445
     miner 8    :  445
     miner 9    :  445
     miner 0    :  446
     miner 2    :  446
B6:
recieved miner in round
     miner 9    :  541
     miner 0    :  541
     miner 1    :  541
     miner 2    :  541
     miner 3    :  541
     miner 4    :  541
     miner 5    :  541
     miner 6    :  541
     miner 7    :  541
     miner 8    :  543
B7:
recieved miner in round
     miner 9    :  628
     miner 0    :  628
     miner 1    :  628
     miner 2    :  628
     miner 4    :  628
     miner 5    :  628
     miner 6    :  628
     miner 7    :  628
     miner 8    :  628
     miner 3    :  629
B8:
recieved miner in round
     miner 9    :  713
     miner 0    :  713
     miner 1    :  713
     miner 2    :  713
     miner 3    :  713
     miner 4    :  713
     miner 5    :  713
     miner 6    :  713
     miner 7    :  713
     miner 8    :  713
B9:
recieved miner in round
     miner 6    :  798
     miner 2    :  798
     miner 3    :  798
     miner 4    :  798
     miner 5    :  798
     miner 7    :  798
     miner 8    :  798
     miner 9    :  798
     miner 0    :  799
     miner 1    :  799
B10:
recieved miner in round
     miner 4    :  882
     miner 0    :  882
     miner 1    :  882
     miner 2    :  882
     miner 3    :  882
     miner 5    :  882
     miner 6    :  882
     miner 8    :  882
     miner 9    :  882
     miner 7    :  883
B11:
recieved miner in round
     miner 5    :  965
     miner 0    :  965
     miner 1    :  965
     miner 2    :  965
     miner 4    :  965
     miner 6    :  965
     miner 7    :  965
     miner 8    :  965
     miner 9    :  965
     miner 3    :  966
B12:
recieved miner in round
     miner 4    :  1049
     miner 1    :  1049
     miner 2    :  1049
     miner 5    :  1049
     miner 6    :  1049
     miner 7    :  1049
     miner 8    :  1049
     miner 9    :  1049
     miner 0    :  1050
     miner 3    :  1050
B13:
recieved miner in round
     miner 9    :  1156
     miner 0    :  1156
     miner 2    :  1156
     miner 3    :  1156
     miner 4    :  1156
     miner 6    :  1156
     miner 7    :  1156
     miner 8    :  1156
     miner 1    :  1157
     miner 5    :  1157
B14:
recieved miner in round
     miner 2    :  1241
     miner 0    :  1241
     miner 3    :  1241
     miner 5    :  1241
     miner 7    :  1241
     miner 8    :  1241
     miner 9    :  1241
     miner 1    :  1242
     miner 4    :  1242
     miner 6    :  1242
B15:
recieved miner in round
     miner 9    :  1333
     miner 0    :  1333
     miner 1    :  1333
     miner 2    :  1333
     miner 3    :  1333
     miner 4    :  1333
     miner 5    :  1333
     miner 6    :  1333
     miner 7    :  1333
     miner 8    :  1333
B16:
recieved miner in round
     miner 8    :  1424
     miner 0    :  1424
     miner 1    :  1424
     miner 2    :  1424
     miner 3    :  1424
     miner 5    :  1424
     miner 6    :  1424
     miner 7    :  1424
