B1:
recieved miner in round
     miner 4    :  827
     miner 0    :  827
     miner 1    :  827
     miner 2    :  827
     miner 3    :  827
     miner 6    :  827
     miner 7    :  827
     miner 5    :  828
     miner 8    :  828
     miner 9    :  828
B2:
recieved miner in round
     miner 9    :  1684
     miner 0    :  1684
     miner 1    :  1684
     miner 2    :  1684
     miner 5    :  1684
     miner 6    :  1684
     miner 7    :  1684
     miner 8    :  1684
     miner 3    :  1685
     miner 4    :  1685
B3:
recieved miner in round
     miner 4    :  2473
     miner 0    :  2473
     miner 2    :  2473
     miner 5    :  2473
     miner 6    :  2473
     miner 7    :  2473
     miner 9    :  2473
     miner 1    :  2474
     miner 3    :  2474
     miner 8    :  2474
B4:
recieved miner in round
     miner 3    :  3227
     miner 0    :  3227
     miner 1    :  3227
     miner 2    :  3227
     miner 5    :  3227
     miner 6    :  3227
     miner 8    :  3227
     miner 9    :  3227
     miner 4    :  3228
     miner 7    :  3228
B5:
recieved miner in round
     miner 4    :  4006
     miner 0    :  4006
     miner 1    :  4006
     miner 2    :  4006
     miner 3    :  4006
     miner 6    :  4006
     miner 7    :  4006
     miner 9    :  4006
     miner 5    :  4007
     miner 8    :  4007
B6:
recieved miner in round
     miner 5    :  4771
     miner 1    :  4771
     miner 2    :  4771
     miner 3    :  4771
     miner 4    :  4771
     miner 6    :  4771
     miner 8    :  4771
     miner 9    :  4771
     miner 0    :  4772
     miner 7    :  4772
B7:
recieved miner in round
     miner 4    :  5590
     miner 0    :  5590
     miner 1    :  5590
     miner 2    :  5590
     miner 3    :  5590
     miner 8    :  5590
     miner 9    :  5590
     miner 5    :  5591
     miner 7    :  5591
     miner 6    :  5592
B8:
recieved miner in round
     miner 6    :  6361
     miner 0    :  6361
     miner 1    :  6361
     miner 2    :  6361
     miner 3    :  6361
     miner 4    :  6361
     miner 5    :  6361
     miner 7    :  6361
     miner 8    :  6361
     miner 9    :  6361
B9:
recieved miner in round
     miner 7    :  7115
     miner 0    :  7115
     miner 2    :  7115
     miner 5    :  7115
     miner 6    :  7115
     miner 8    :  7115
     miner 9    :  7115
     miner 3    :  7116
     miner 4    :  7116
     miner 1    :  7117
B10:
recieved miner in round
     miner 2    :  7992
     miner 0    :  7992
     miner 1    :  7992
     miner 3    :  7992
     miner 4    :  7992
     miner 6    :  7992
     miner 8    :  7992
     miner 9    :  7992
     miner 5    :  7993
     miner 7    :  7993
B11:
recieved miner in round
     miner 9    :  8760
     miner 0    :  8760
     miner 1    :  8760
     miner 2    :  8760
     miner 3    :  8760
     miner 4    :  8760
     miner 5    :  8760
     miner 6    :  8760
     miner 8    :  8760
     miner 7    :  8761
B12:
recieved miner in round
     miner 0    :  9535
     miner 1    :  9535
     miner 2    :  9535
     miner 3    :  9535
     miner 4    :  9535
     miner 5    :  9535
     miner 6    :  9535
     miner 7    :  9535
     miner 8    :  9535
     miner 9    :  9536
B13:
recieved miner in round
     miner 2    :  10347
     miner 0    :  10347
     miner 1    :  10347
     miner 4    :  10347
     miner 5    :  10347
     miner 7    :  10347
     miner 8    :  10347
     miner 9    :  10347
     miner 3    :  10348
     miner 6    :  10348
B14:
recieved miner in round
     miner 7    :  11186
     miner 0    :  11186
     miner 2    :  11186
     miner 3    :  11186
     miner 4    :  11186
     miner 5    :  11186
     miner 6    :  11186
     miner 8    :  11186
     miner 1    :  11187
     miner 9    :  11187
B15:
recieved miner in round
     miner 5    :  11986
     miner 2    :  11986
     miner 3    :  11986
     miner 4    :  11986
     miner 6    :  11986
     miner 7    :  11986
     miner 8    :  11986
     miner 0    :  11987
     miner 1    :  11987
     miner 9    :  11988
B16:
recieved miner in round
     miner 5    :  12809
     miner 1    :  12809
     miner 2    :  12809
     miner 4    :  12809
     miner 6    :  12809
     miner 7    :  12809
     miner 8    :  12809
     miner 9    :  12809
     miner 0    :  12810
     miner 3    :  12810
B17:
recieved miner in round
     miner 4    :  13653
     miner 0    :  13653
     miner 1    :  13653
     miner 2    :  13653
     miner 3    :  13653
     miner 5    :  13653
     miner 6    :  13653
     miner 7    :  13653
     miner 8    :  13653
     miner 9    :  13653
B18:
recieved miner in round
     miner 7    :  14487
     miner 0    :  14487
     miner 2    :  14487
     miner 3    :  14487
     miner 5    :  14487
     miner 6    :  14487
     miner 8    :  14487
     miner 9    :  14487
     miner 1    :  14488
     miner 4    :  14488
B19:
recieved miner in round
     miner 5    :  15241
     miner 0    :  15241
     miner 1    :  15241
     miner 2    :  15241
     miner 4    :  15241
     miner 6    :  15241
     miner 7    :  15241
     miner 8    :  15241
     miner 9    :  15241
     miner 3    :  15242
B20:
recieved miner in round
     miner 1    :  16029
     miner 0    :  16029
     miner 2    :  16029
     miner 3    :  16029
     miner 4    :  16029
     miner 5    :  16029
     miner 6    :  16029
     miner 7    :  16029
     miner 8    :  16030
     miner 9    :  16030
B21:
recieved miner in round
     miner 2    :  16807
     miner 0    :  16807
     miner 1    :  16807
     miner 3    :  16807
     miner 4    :  16807
     miner 6    :  16807
     miner 7    :  16807
     miner 8    :  16807
     miner 9    :  16807
     miner 5    :  16809
B22:
recieved miner in round
     miner 3    :  17634
     miner 0    :  17634
     miner 1    :  17634
     miner 2    :  17634
     miner 4    :  17634
     miner 5    :  17634
     miner 6    :  17634
     miner 7    :  17634
     miner 8    :  17635
     miner 9    :  17635
B23:
recieved miner in round
     miner 2    :  18401
     miner 0    :  18401
     miner 1    :  18401
     miner 3    :  18401
     miner 4    :  18401
     miner 5    :  18401
     miner 6    :  18401
     miner 7    :  18401
     miner 8    :  18401
     miner 9    :  18401
B24:
recieved miner in round
     miner 2    :  19155
     miner 0    :  19155
     miner 1    :  19155
     miner 3    :  19155
     miner 4    :  19155
     miner 5    :  19155
     miner 6    :  19155
     miner 7    :  19155
     miner 8    :  19155
     miner 9    :  19155
B25:
recieved miner in round
     miner 7    :  19913
     miner 2    :  19913
     miner 3    :  19913
     miner 4    :  19913
     miner 5    :  19913
     miner 6    :  19913
     miner 8    :  19913
     miner 9    :  19913
     miner 0    :  19914
     miner 1    :  19915
B26:
recieved miner in round
     miner 4    :  20666
     miner 0    :  20666
     miner 2    :  20666
     miner 3    :  20666
     miner 6    :  20666
     miner 7    :  20666
     miner 8    :  20666
     miner 9    :  20666
     miner 1    :  20667
     miner 5    :  20667
B27:
recieved miner in round
     miner 3    :  21424
     miner 0    :  21424
     miner 1    :  21424
     miner 2    :  21424
     miner 4    :  21424
     miner 5    :  21424
     miner 7    :  21424
     miner 8    :  21424
     miner 9    :  21425
     miner 6    :  21426
B28:
recieved miner in round
     miner 1    :  22391
     miner 0    :  22391
     miner 2    :  22391
     miner 3    :  22391
     miner 5    :  22391
     miner 6    :  22391
     miner 7    :  22391
     miner 8    :  22391
     miner 4    :  22392
     miner 9    :  22392
B29:
recieved miner in round
     miner 1    :  23147
     miner 0    :  23147
     miner 2    :  23147
     miner 3    :  23147
     miner 5    :  23147
     miner 6    :  23147
     miner 7    :  23147
     miner 4    :  23148
     miner 9    :  23148
     miner 8    :  23149
B30:
recieved miner in round
     miner 8    :  23951
     miner 0    :  23951
     miner 1    :  23951
     miner 2    :  23951
     miner 3    :  23951
     miner 4    :  23951
     miner 5    :  23951
     miner 6    :  23951
     miner 7    :  23951
     miner 9    :  23953
B31:
recieved miner in round
     miner 3    :  24844
     miner 0    :  24844
     miner 1    :  24844
     miner 4    :  24844
     miner 5    :  24844
     miner 6    :  24844
     miner 7    :  24844
     miner 8    :  24844
     miner 9    :  24844
     miner 2    :  24845
B32:
recieved miner in round
     miner 4    :  25654
     miner 0    :  25654
     miner 1    :  25654
     miner 2    :  25654
     miner 3    :  25654
     miner 5    :  25654
     miner 6    :  25654
     miner 7    :  25654
     miner 8    :  25654
     miner 9    :  25654
B33:
recieved miner in round
     miner 0    :  26420
     miner 1    :  26420
     miner 2    :  26420
