B1:
recieved miner in round
     miner 6    :  167
     miner 0    :  167
     miner 1    :  167
     miner 2    :  167
     miner 3    :  167
     miner 4    :  167
     miner 5    :  167
     miner 7    :  167
     miner 8    :  167
     miner 9    :  167
B2:
recieved miner in round
     miner 4    :  335
     miner 0    :  335
     miner 1    :  335
     miner 2    :  335
     miner 3    :  335
     miner 5    :  335
     miner 7    :  335
     miner 8    :  335
     miner 9    :  335
     miner 6    :  336
B3:
recieved miner in round
     miner 5    :  519
     miner 1    :  519
     miner 2    :  519
     miner 3    :  519
     miner 4    :  519
     miner 6    :  519
     miner 7    :  519
     miner 8    :  519
     miner 0    :  520
     miner 9    :  520
B4:
recieved miner in round
     miner 5    :  697
     miner 0    :  697
     miner 1    :  697
     miner 2    :  697
     miner 3    :  697
     miner 4    :  697
     miner 6    :  697
     miner 7    :  697
     miner 8    :  697
     miner 9    :  697
B5:
recieved miner in round
     miner 1    :  879
     miner 0    :  879
     miner 2    :  879
     miner 4    :  879
     miner 6    :  879
     miner 7    :  879
     miner 8    :  879
     miner 9    :  879
     miner 3    :  880
     miner 5    :  880
B6:
recieved miner in round
     miner 7    :  1050
     miner 0    :  1050
     miner 2    :  1050
     miner 3    :  1050
     miner 4    :  1050
     miner 6    :  1050
     miner 8    :  1050
     miner 9    :  1050
     miner 1    :  1051
     miner 5    :  1051
B7:
recieved miner in round
     miner 9    :  1222
     miner 0    :  1222
     miner 1    :  1222
     miner 2    :  1222
     miner 4    :  1222
     miner 5    :  1222
     miner 6    :  1222
     miner 8    :  1222
     miner 3    :  1223
     miner 7    :  1223
B8:
recieved miner in round
     miner 0    :  1403
     miner 1    :  1403
     miner 2    :  1403
     miner 4    :  1403
     miner 6    :  1403
     miner 7    :  1403
     miner 8    :  1403
     miner 9    :  1403
     miner 3    :  1404
     miner 5    :  1404
B9:
recieved miner in round
     miner 7    :  1583
     miner 0    :  1583
     miner 1    :  1583
     miner 2    :  1583
     miner 3    :  1583
     miner 4    :  1583
     miner 5    :  1583
     miner 6    :  1583
     miner 8    :  1583
     miner 9    :  1583
B10:
recieved miner in round
     miner 0    :  1755
     miner 1    :  1755
     miner 2    :  1755
     miner 3    :  1755
     miner 4    :  1755
     miner 5    :  1755
     miner 6    :  1755
     miner 7    :  1755
     miner 8    :  1755
     miner 9    :  1755
B11:
recieved miner in round
     miner 0    :  1923
     miner 1    :  1923
     miner 2    :  1923
     miner 3    :  1923
     miner 4    :  1923
     miner 5    :  1923
     miner 6    :  1923
     miner 8    :  1923
     miner 9    :  1923
     miner 7    :  1924
B12:
recieved miner in round
     miner 7    :  2099
     miner 0    :  2099
     miner 1    :  2099
     miner 2    :  2099
     miner 3    :  2099
     miner 4    :  2099
     miner 5    :  2099
     miner 6    :  2099
     miner 8    :  2099
     miner 9    :  2099
B13:
recieved miner in round
     miner 2    :  2284
     miner 1    :  2284
     miner 3    :  2284
     miner 4    :  2284
     miner 5    :  2284
     miner 6    :  2284
     miner 7    :  2284
     miner 8    :  2284
     miner 9    :  2284
     miner 0    :  2285
B14:
recieved miner in round
     miner 8    :  2458
     miner 0    :  2458
     miner 1    :  2458
     miner 2    :  2458
     miner 3    :  2458
     miner 4    :  2458
     miner 5    :  2458
     miner 6    :  2458
     miner 9    :  2458
     miner 7    :  2459
B15:
recieved miner in round
     miner 0    :  2634
     miner 1    :  2634
     miner 2    :  2634
     miner 3    :  2634
     miner 4    :  2634
     miner 5    :  2634
     miner 6    :  2634
     miner 7    :  2634
     miner 8    :  2634
     miner 9    :  2634
B16:
recieved miner in round
     miner 5    :  2817
     miner 1    :  2817
     miner 2    :  2817
     miner 3    :  2817
     miner 4    :  2817
     miner 6    :  2817
     miner 7    :  2817
     miner 8    :  2817
     miner 9    :  2817
     miner 0    :  2818
B17:
recieved miner in round
     miner 3    :  2985
     miner 0    :  2985
     miner 1    :  2985
     miner 2    :  2985
     miner 4    :  2985
     miner 6    :  2985
     miner 7    :  2985
     miner 5    :  2986
     miner 8    :  2986
     miner 9    :  2986
B18:
recieved miner in round
     miner 6    :  3175
     miner 0    :  3175
     miner 1    :  3175
     miner 2    :  3175
     miner 3    :  3175
     miner 4    :  3175
     miner 5    :  3175
     miner 7    :  3175
     miner 8    :  3175
     miner 9    :  3175
B19:
recieved miner in round
     miner 0    :  3354
     miner 1    :  3354
     miner 2    :  3354
     miner 3    :  3354
     miner 4    :  3354
     miner 5    :  3354
     miner 6    :  3354
     miner 8    :  3354
     miner 9    :  3355
     miner 7    :  3356
B20:
recieved miner in round
     miner 2    :  3528
     miner 1    :  3528
     miner 3    :  3528
     miner 4    :  3528
     miner 5    :  3528
     miner 6    :  3528
     miner 7    :  3528
     miner 8    :  3528
     miner 9    :  3528
     miner 0    :  3529
B21:
recieved miner in round
     miner 2    :  3706
     miner 0    :  3706
     miner 1    :  3706
     miner 3    :  3706
     miner 4    :  3706
     miner 5    :  3706
     miner 6    :  3706
     miner 7    :  3706
     miner 8    :  3706
     miner 9    :  3707
B22:
recieved miner in round
     miner 9    :  3875
     miner 0    :  3875
     miner 3    :  3875
     miner 4    :  3875
     miner 5    :  3875
     miner 6    :  3875
     miner 7    :  3875
     miner 1    :  3876
     miner 2    :  3876
     miner 8    :  3876
B23:
recieved miner in round
     miner 9    :  4054
     miner 0    :  4054
     miner 1    :  4054
     miner 2    :  4054
     miner 3    :  4054
     miner 5    :  4054
     miner 6    :  4054
     miner 8    :  4054
     miner 7    :  4055
     miner 4    :  4056
B24:
recieved miner in round
     miner 3    :  4228
     miner 0    :  4228
     miner 1    :  4228
     miner 2    :  4228
     miner 4    :  4228
     miner 5    :  4228
     miner 6    :  4228
     miner 7    :  4228
     miner 8    :  4228
     miner 9    :  4228
B25:
recieved miner in round
     miner 3    :  4400
     miner 0    :  4400
     miner 1    :  4400
     miner 2    :  4400
     miner 4    :  4400
     miner 5    :  4400
     miner 6    :  4400
     miner 7    :  4400
     miner 8    :  4401
     miner 9    :  4401
B26:
recieved miner in round
     miner 6    :  4592
     miner 0    :  4592
     miner 3    :  4592
     miner 4    :  4592
     miner 5    :  4592
     miner 7    :  4592
     miner 8    :  4592
     miner 9    :  4592
     miner 1    :  4593
     miner 2    :  4593
B27:
recieved miner in round
     miner 8    :  4777
     miner 0    :  4777
     miner 1    :  4777
     miner 3    :  4777
     miner 5    :  4777
     miner 6    :  4777
     miner 7    :  4777
     miner 2    :  4778
     miner 4    :  4778
     miner 9    :  4779
B28:
recieved miner in round
     miner 4    :  4956
     miner 1    :  4956
     miner 2    :  4956
     miner 3    :  4956
     miner 5    :  4956
     miner 6    :  4956
     miner 9    :  4956
     miner 0    :  4957
     miner 7    :  4957
     miner 8    :  4957
B29:
recieved miner in round
     miner 7    :  5126
     miner 0    :  5126
     miner 1    :  5126
     miner 3    :  5126
     miner 4    :  5126
     miner 5    :  5126
     miner 8    :  5126
     miner 2    :  5127
     miner 6    :  5127
     miner 9    :  5128
B30:
recieved miner in round
     miner 1    :  5293
     miner 2    :  5293
     miner 4    :  5293
     miner 5    :  5293
     miner 7    :  5293
     miner 8    :  5293
     miner 9    :  5293
     miner 0    :  5294
     miner 3    :  5294
     miner 6    :  5294
B31:
recieved miner in round
     miner 5    :  5462
     miner 0    :  5462
     miner 1    :  5462
     miner 4    :  5462
     miner 7    :  5462
     miner 8    :  5462
     miner 9    :  5462
     miner 2    :  5463
     miner 3    :  5463
     miner 6    :  5463
B32:
recieved miner in round
     miner 0    :  5634
     miner 1    :  5634
     miner 2    :  5634
     miner 3    :  5634
     miner 4    :  5634
     miner 5    :  5634
     miner 6    :  5634
     miner 7    :  5634
     miner 8    :  5634
     miner 9    :  5634
B33:
recieved miner in round
     miner 5    :  5807
     miner 0    :  5807
     miner 1    :  5807
     miner 4    :  5807
     miner 6    :  5807
     miner 7    :  5807
     miner 8    :  5807
     miner 9    :  5807
     miner 2    :  5808
     miner 3    :  5809
B34:
recieved miner in round
     miner 5    :  5974
     miner 0    :  5974
     miner 2    :  5974
     miner 3    :  5974
     miner 4    :  5974
     miner 6    :  5974
     miner 7    :  5974
     miner 8    :  5974
     miner 9    :  5974
     miner 1    :  5975
B35:
recieved miner in round
     miner 8    :  6157
     miner 0    :  6157
     miner 1    :  6157
     miner 2    :  6157
     miner 3    :  6157
     miner 4    :  6157
     miner 5    :  6157
     miner 6    :  6157
     miner 7    :  6157
     miner 9    :  6157
B36:
recieved miner in round
     miner 0    :  6323
     miner 1    :  6323
     miner 2    :  6323
     miner 4    :  6323
     miner 5    :  6323
     miner 6    :  6323
     miner 7    :  6323
     miner 8    :  6323
     miner 9    :  6323
     miner 3    :  6324
B37:
recieved miner in round
     miner 8    :  6504
     miner 1    :  6504
     miner 2    :  6504
     miner 3    :  6504
     miner 4    :  6504
     miner 5    :  6504
     miner 6    :  6504
     miner 7    :  6504
     miner 9    :  6504
     miner 0    :  6505
B38:
recieved miner in round
     miner 0    :  6688
     miner 3    :  6688
     miner 4    :  6688
     miner 6    :  6688
     miner 7    :  6688
     miner 8    :  6688
     miner 1    :  6689
     miner 2    :  6689
     miner 9    :  6689
     miner 5    :  6690
B39:
recieved miner in round
     miner 3    :  6884
     miner 0    :  6884
     miner 1    :  6884
     miner 2    :  6884
     miner 4    :  6884
     miner 7    :  6884
     miner 8    :  6884
     miner 9    :  6884
     miner 5    :  6885
     miner 6    :  6885
B40:
recieved miner in round
     miner 0    :  7052
     miner 1    :  7052
     miner 2    :  7052
     miner 3    :  7052
     miner 7    :  7052
     miner 8    :  7052
     miner 9    :  7052
     miner 4    :  7053
     miner 5    :  7053
     miner 6    :  7053
B41:
recieved miner in round
     miner 5    :  7231
     miner 0    :  7231
     miner 1    :  7231
     miner 2    :  7231
     miner 3    :  7231
     miner 6    :  7231
     miner 7    :  7231
     miner 8    :  7231
     miner 4    :  7232
     miner 9    :  7232
B42:
recieved miner in round
     miner 1    :  7416
     miner 0    :  7416
     miner 4    :  7416
     miner 6    :  7416
     miner 7    :  7416
     miner 8    :  7416
     miner 9    :  7416
     miner 2    :  7417
     miner 3    :  7417
     miner 5    :  7417
B43:
recieved miner in round
     miner 9    :  7599
     miner 0    :  7599
     miner 1    :  7599
     miner 2    :  7599
     miner 3    :  7599
     miner 4    :  7599
     miner 5    :  7599
     miner 6    :  7599
     miner 7    :  7599
     miner 8    :  7599
B44:
recieved miner in round
     miner 3    :  7776
     miner 0    :  7776
