B1:
recieved miner in round
     miner 7    :  334
     miner 0    :  334
     miner 1    :  334
     miner 2    :  334
     miner 3    :  334
     miner 4    :  334
     miner 5    :  334
     miner 6    :  334
     miner 8    :  334
     miner 10   :  334
     miner 11   :  334
     miner 12   :  334
     miner 13   :  334
     miner 15   :  334
     miner 9    :  335
     miner 14   :  335
B2:
recieved miner in round
     miner 9    :  675
     miner 2    :  675
     miner 3    :  675
     miner 4    :  675
     miner 5    :  675
     miner 6    :  675
     miner 7    :  675
     miner 11   :  675
     miner 13   :  675
     miner 15   :  675
     miner 0    :  676
     miner 1    :  676
     miner 8    :  676
     miner 12   :  676
     miner 10   :  677
     miner 14   :  677
B3:
recieved miner in round
     miner 8    :  1009
     miner 0    :  1009
     miner 1    :  1009
     miner 2    :  1009
     miner 4    :  1009
     miner 5    :  1009
     miner 6    :  1009
     miner 7    :  1009
     miner 11   :  1009
     miner 14   :  1009
     miner 15   :  1009
     miner 3    :  1010
     miner 9    :  1010
     miner 10   :  1010
     miner 12   :  1011
     miner 13   :  1011
B4:
recieved miner in round
     miner 11   :  1353
     miner 1    :  1353
     miner 2    :  1353
     miner 3    :  1353
     miner 4    :  1353
     miner 5    :  1353
     miner 7    :  1353
     miner 8    :  1353
     miner 9    :  1353
     miner 10   :  1353
     miner 12   :  1353
     miner 13   :  1353
     miner 15   :  1353
     miner 0    :  1354
     miner 6    :  1354
     miner 14   :  1355
B5:
recieved miner in round
     miner 3    :  1692
     miner 1    :  1692
     miner 2    :  1692
     miner 4    :  1692
     miner 5    :  1692
     miner 7    :  1692
     miner 8    :  1692
     miner 9    :  1692
     miner 10   :  1692
     miner 11   :  1692
     miner 13   :  1692
     miner 14   :  1692
     miner 15   :  1692
     miner 0    :  1693
     miner 6    :  1693
     miner 12   :  1693
B6:
recieved miner in round
     miner 7    :  2048
     miner 0    :  2048
     miner 1    :  2048
     miner 2    :  2048
     miner 3    :  2048
     miner 4    :  2048
     miner 6    :  2048
     miner 8    :  2048
     miner 9    :  2048
     miner 10   :  2048
     miner 11   :  2048
     miner 12   :  2048
     miner 13   :  2048
     miner 14   :  2048
     miner 15   :  2048
     miner 5    :  2049
B7:
recieved miner in round
     miner 7    :  2389
     miner 0    :  2389
     miner 1    :  2389
     miner 2    :  2389
     miner 5    :  2389
     miner 6    :  2389
     miner 8    :  2389
     miner 9    :  2389
     miner 10   :  2389
     miner 11   :  2389
     miner 14   :  2389
     miner 15   :  2389
     miner 3    :  2390
     miner 4    :  2390
     miner 12   :  2390
     miner 13   :  2390
B8:
recieved miner in round
     miner 7    :  2724
     miner 0    :  2724
     miner 2    :  2724
     miner 3    :  2724
     miner 4    :  2724
     miner 5    :  2724
     miner 6    :  2724
     miner 8    :  2724
     miner 9    :  2724
     miner 11   :  2724
     miner 12   :  2724
     miner 14   :  2724
     miner 15   :  2724
     miner 1    :  2725
     miner 10   :  2725
     miner 13   :  2725
B9:
recieved miner in round
     miner 10   :  3074
     miner 0    :  3074
     miner 1    :  3074
     miner 2    :  3074
     miner 3    :  3074
     miner 6    :  3074
     miner 7    :  3074
     miner 8    :  3074
     miner 11   :  3074
     miner 12   :  3074
     miner 13   :  3074
     miner 14   :  3074
     miner 15   :  3074
     miner 4    :  3075
     miner 9    :  3075
     miner 5    :  3076
B10:
recieved miner in round
     miner 5    :  3075
     miner 1    :  3075
     miner 2    :  3075
     miner 3    :  3075
     miner 9    :  3075
     miner 10   :  3075
     miner 12   :  3075
     miner 13   :  3075
     miner 14   :  3075
     miner 15   :  3075
     miner 0    :  3076
     miner 4    :  3076
