B1:
recieved miner in round
     miner 4    :  868
     miner 1    :  868
     miner 3    :  868
     miner 5    :  868
     miner 6    :  868
     miner 7    :  868
     miner 8    :  868
     miner 9    :  868
     miner 0    :  869
     miner 2    :  869
B2:
recieved miner in round
     miner 4    :  1655
     miner 0    :  1655
     miner 1    :  1655
     miner 2    :  1655
     miner 3    :  1655
     miner 5    :  1655
     miner 6    :  1655
     miner 7    :  1655
     miner 8    :  1655
     miner 9    :  1655
B3:
recieved miner in round
     miner 0    :  2453
     miner 2    :  2453
     miner 3    :  2453
     miner 4    :  2453
     miner 5    :  2453
     miner 6    :  2453
     miner 7    :  2453
     miner 8    :  2453
     miner 9    :  2453
     miner 1    :  2454
B4:
recieved miner in round
     miner 4    :  3227
     miner 0    :  3227
     miner 1    :  3227
     miner 2    :  3227
     miner 3    :  3227
     miner 5    :  3227
     miner 6    :  3227
     miner 7    :  3227
     miner 8    :  3227
     miner 9    :  3227
B5:
recieved miner in round
     miner 8    :  4039
     miner 1    :  4039
     miner 3    :  4039
     miner 5    :  4039
     miner 7    :  4039
     miner 9    :  4039
     miner 0    :  4040
     miner 2    :  4040
     miner 4    :  4040
     miner 6    :  4041
B6:
recieved miner in round
     miner 8    :  4803
     miner 1    :  4803
     miner 3    :  4803
     miner 4    :  4803
     miner 5    :  4803
     miner 6    :  4803
     miner 7    :  4803
     miner 9    :  4803
     miner 0    :  4804
     miner 2    :  4804
B7:
recieved miner in round
     miner 6    :  5645
     miner 0    :  5645
     miner 1    :  5645
     miner 3    :  5645
     miner 4    :  5645
     miner 5    :  5645
     miner 8    :  5645
     miner 2    :  5646
     miner 7    :  5646
     miner 9    :  5646
B8:
recieved miner in round
     miner 6    :  6395
     miner 2    :  6395
     miner 3    :  6395
     miner 5    :  6395
     miner 7    :  6395
     miner 8    :  6395
     miner 9    :  6395
     miner 0    :  6396
     miner 1    :  6396
     miner 4    :  6396
B9:
recieved miner in round
     miner 0    :  7159
     miner 1    :  7159
     miner 2    :  7159
     miner 3    :  7159
     miner 5    :  7159
     miner 8    :  7159
     miner 4    :  7160
     miner 6    :  7160
     miner 7    :  7160
     miner 9    :  7160
B10:
recieved miner in round
     miner 9    :  7160
     miner 0    :  7160
     miner 2    :  7160
     miner 4    :  7160
     miner 5    :  7160
     miner 6    :  7160
     miner 8    :  7160
     miner 1    :  7161
     miner 3    :  7161
     miner 7    :  7161
B11:
recieved miner in round
     miner 3    :  7928
     miner 0    :  7928
     miner 1    :  7928
     miner 2    :  7928
     miner 4    :  7928
     miner 5    :  7928
     miner 9    :  7928
     miner 6    :  7929
     miner 7    :  7929
     miner 8    :  7929
B12:
recieved miner in round
     miner 1    :  8745
     miner 0    :  8745
     miner 2    :  8745
     miner 3    :  8745
     miner 4    :  8745
     miner 5    :  8745
     miner 6    :  8745
     miner 7    :  8745
     miner 8    :  8745
     miner 9    :  8745
B13:
recieved miner in round
     miner 1    :  9549
     miner 0    :  9549
     miner 2    :  9549
     miner 3    :  9549
     miner 7    :  9549
     miner 8    :  9549
     miner 9    :  9549
     miner 4    :  9550
     miner 6    :  9550
     miner 5    :  9551
B14:
recieved miner in round
     miner 8    :  10394
     miner 1    :  10394
     miner 2    :  10394
     miner 3    :  10394
     miner 4    :  10394
     miner 5    :  10394
     miner 6    :  10394
     miner 7    :  10394
     miner 9    :  10394
     miner 0    :  10395
B15:
recieved miner in round
     miner 9    :  11155
     miner 0    :  11155
     miner 1    :  11155
     miner 4    :  11155
     miner 5    :  11155
     miner 8    :  11155
     miner 2    :  11156
     miner 3    :  11156
     miner 7    :  11156
     miner 6    :  11157
B16:
recieved miner in round
     miner 0    :  11916
     miner 1    :  11916
     miner 2    :  11916
     miner 4    :  11916
     miner 5    :  11916
     miner 6    :  11916
     miner 3    :  11917
     miner 8    :  11917
     miner 9    :  11917
     miner 7    :  11918
B17:
recieved miner in round
     miner 0    :  12703
     miner 1    :  12703
     miner 2    :  12703
     miner 3    :  12703
     miner 4    :  12703
     miner 5    :  12703
     miner 6    :  12703
     miner 7    :  12703
     miner 8    :  12703
     miner 9    :  12703
B18:
recieved miner in round
     miner 1    :  13467
     miner 0    :  13467
     miner 2    :  13467
     miner 3    :  13467
     miner 4    :  13467
