B1:
recieved miner in round
     miner 9    :  174
     miner 1    :  174
     miner 2    :  174
     miner 3    :  174
     miner 4    :  174
     miner 6    :  174
     miner 7    :  174
     miner 0    :  175
     miner 5    :  175
     miner 8    :  175
B2:
recieved miner in round
     miner 6    :  362
     miner 1    :  362
     miner 2    :  362
     miner 4    :  362
     miner 5    :  362
     miner 7    :  362
     miner 8    :  362
     miner 0    :  363
     miner 3    :  363
     miner 9    :  363
B3:
recieved miner in round
     miner 9    :  548
     miner 1    :  548
     miner 2    :  548
     miner 4    :  548
     miner 6    :  548
     miner 7    :  548
     miner 8    :  548
     miner 0    :  549
     miner 3    :  549
     miner 5    :  549
B4:
recieved miner in round
     miner 9    :  726
     miner 0    :  726
     miner 1    :  726
     miner 2    :  726
     miner 3    :  726
     miner 4    :  726
     miner 5    :  726
     miner 8    :  726
     miner 6    :  727
     miner 7    :  727
B5:
recieved miner in round
     miner 1    :  903
     miner 0    :  903
     miner 3    :  903
     miner 4    :  903
     miner 6    :  903
     miner 7    :  903
     miner 9    :  903
     miner 2    :  904
     miner 5    :  904
     miner 8    :  904
B6:
recieved miner in round
     miner 7    :  1079
     miner 1    :  1079
     miner 2    :  1079
     miner 4    :  1079
     miner 5    :  1079
     miner 6    :  1079
     miner 8    :  1079
     miner 9    :  1079
     miner 0    :  1080
     miner 3    :  1080
B7:
recieved miner in round
     miner 4    :  1257
     miner 0    :  1257
     miner 1    :  1257
     miner 2    :  1257
     miner 3    :  1257
     miner 5    :  1257
     miner 6    :  1257
     miner 8    :  1257
     miner 9    :  1257
     miner 7    :  1258
B8:
recieved miner in round
     miner 0    :  1423
     miner 1    :  1423
     miner 3    :  1423
     miner 4    :  1423
     miner 5    :  1423
     miner 6    :  1423
     miner 7    :  1423
     miner 9    :  1423
     miner 2    :  1424
     miner 8    :  1424
B9:
recieved miner in round
     miner 4    :  1600
     miner 3    :  1600
     miner 5    :  1600
     miner 7    :  1600
     miner 9    :  1600
     miner 0    :  1601
     miner 1    :  1601
     miner 2    :  1601
     miner 6    :  1601
     miner 8    :  1601
B10:
recieved miner in round
     miner 9    :  1773
     miner 0    :  1773
     miner 1    :  1773
     miner 2    :  1773
     miner 3    :  1773
     miner 4    :  1773
     miner 5    :  1773
     miner 6    :  1773
     miner 7    :  1773
     miner 8    :  1775
B11:
recieved miner in round
     miner 7    :  1940
     miner 0    :  1940
     miner 2    :  1940
     miner 3    :  1940
     miner 4    :  1940
     miner 6    :  1940
     miner 8    :  1940
     miner 9    :  1940
     miner 1    :  1941
     miner 5    :  1941
B12:
recieved miner in round
     miner 6    :  2127
     miner 1    :  2127
     miner 2    :  2127
     miner 3    :  2127
     miner 4    :  2127
     miner 5    :  2127
     miner 8    :  2127
     miner 9    :  2127
     miner 0    :  2128
     miner 7    :  2128
B13:
recieved miner in round
     miner 2    :  2296
     miner 0    :  2296
     miner 1    :  2296
     miner 4    :  2296
     miner 5    :  2296
     miner 6    :  2296
     miner 7    :  2296
     miner 9    :  2296
     miner 3    :  2297
     miner 8    :  2297
B14:
recieved miner in round
     miner 8    :  2297
     miner 0    :  2297
     miner 1    :  2297
     miner 2    :  2297
     miner 3    :  2297
     miner 5    :  2297
     miner 6    :  2297
     miner 7    :  2297
     miner 4    :  2298
     miner 9    :  2298
B15:
recieved miner in round
     miner 6    :  2467
     miner 0    :  2467
     miner 2    :  2467
     miner 3    :  2467
     miner 4    :  2467
     miner 5    :  2467
     miner 7    :  2467
     miner 8    :  2467
     miner 9    :  2467
     miner 1    :  2468
B16:
recieved miner in round
     miner 2    :  2671
     miner 0    :  2671
     miner 1    :  2671
     miner 3    :  2671
     miner 4    :  2671
     miner 5    :  2671
     miner 6    :  2671
     miner 7    :  2671
     miner 8    :  2671
     miner 9    :  2671
B17:
recieved miner in round
     miner 7    :  2842
     miner 0    :  2842
     miner 1    :  2842
     miner 2    :  2842
