B1:
recieved miner in round
     miner 5    :  798
     miner 0    :  798
     miner 1    :  798
     miner 2    :  798
     miner 3    :  798
     miner 4    :  798
     miner 6    :  798
     miner 7    :  798
     miner 8    :  798
     miner 9    :  798
     miner 10   :  798
     miner 12   :  798
     miner 13   :  798
     miner 14   :  798
     miner 11   :  799
     miner 15   :  799
B2:
recieved miner in round
     miner 14   :  1553
     miner 0    :  1553
     miner 1    :  1553
     miner 2    :  1553
     miner 3    :  1553
     miner 4    :  1553
     miner 5    :  1553
     miner 6    :  1553
     miner 7    :  1553
     miner 8    :  1553
     miner 9    :  1553
     miner 12   :  1553
     miner 13   :  1553
     miner 10   :  1554
     miner 11   :  1554
     miner 15   :  1554
B3:
recieved miner in round
     miner 10   :  2331
     miner 0    :  2331
     miner 1    :  2331
     miner 2    :  2331
     miner 3    :  2331
     miner 4    :  2331
     miner 5    :  2331
     miner 6    :  2331
     miner 7    :  2331
     miner 8    :  2331
     miner 9    :  2331
     miner 11   :  2331
     miner 12   :  2331
     miner 13   :  2331
     miner 14   :  2331
     miner 15   :  2331
B4:
recieved miner in round
     miner 5    :  3118
     miner 0    :  3118
     miner 1    :  3118
     miner 2    :  3118
     miner 3    :  3118
     miner 4    :  3118
     miner 6    :  3118
     miner 7    :  3118
     miner 9    :  3118
     miner 10   :  3118
     miner 11   :  3118
     miner 12   :  3118
     miner 13   :  3118
     miner 14   :  3118
     miner 8    :  3119
     miner 15   :  3119
B5:
recieved miner in round
     miner 14   :  3879
     miner 0    :  3879
     miner 1    :  3879
     miner 2    :  3879
     miner 3    :  3879
     miner 4    :  3879
     miner 7    :  3879
     miner 8    :  3879
     miner 9    :  3879
     miner 15   :  3879
     miner 5    :  3880
     miner 6    :  3880
     miner 10   :  3880
     miner 11   :  3880
     miner 13   :  3880
     miner 12   :  3881
B6:
recieved miner in round
     miner 10   :  4640
     miner 0    :  4640
     miner 1    :  4640
     miner 2    :  4640
     miner 5    :  4640
     miner 8    :  4640
     miner 12   :  4640
     miner 14   :  4640
     miner 15   :  4640
     miner 3    :  4641
     miner 4    :  4641
     miner 6    :  4641
     miner 7    :  4641
     miner 9    :  4641
     miner 11   :  4641
     miner 13   :  4641
B7:
recieved miner in round
     miner 12   :  5425
     miner 0    :  5425
     miner 1    :  5425
     miner 2    :  5425
     miner 3    :  5425
     miner 4    :  5425
     miner 5    :  5425
     miner 6    :  5425
     miner 7    :  5425
     miner 9    :  5425
     miner 10   :  5425
     miner 11   :  5425
     miner 13   :  5425
     miner 14   :  5425
     miner 15   :  5425
     miner 8    :  5426
B8:
recieved miner in round
     miner 15   :  6216
     miner 0    :  6216
     miner 2    :  6216
     miner 3    :  6216
     miner 4    :  6216
     miner 7    :  6216
     miner 8    :  6216
     miner 10   :  6216
     miner 11   :  6216
     miner 12   :  6216
     miner 13   :  6216
     miner 14   :  6216
     miner 1    :  6217
     miner 5    :  6217
     miner 6    :  6217
     miner 9    :  6217
B9:
recieved miner in round
     miner 6    :  6991
     miner 0    :  6991
     miner 1    :  6991
     miner 2    :  6991
     miner 3    :  6991
     miner 4    :  6991
     miner 5    :  6991
     miner 7    :  6991
     miner 8    :  6991
     miner 9    :  6991
     miner 12   :  6991
     miner 13   :  6991
     miner 15   :  6991
     miner 10   :  6992
     miner 11   :  6992
     miner 14   :  6992
B10:
recieved miner in round
     miner 1    :  7750
     miner 0    :  7750
     miner 2    :  7750
     miner 3    :  7750
     miner 4    :  7750
     miner 5    :  7750
     miner 6    :  7750
     miner 8    :  7750
     miner 10   :  7750
     miner 11   :  7750
     miner 12   :  7750
     miner 13   :  7750
     miner 14   :  7750
     miner 15   :  7750
     miner 7    :  7751
     miner 9    :  7751
B11:
recieved miner in round
     miner 13   :  8522
     miner 1    :  8522
     miner 3    :  8522
     miner 4    :  8522
     miner 5    :  8522
     miner 6    :  8522
     miner 7    :  8522
     miner 8    :  8522
     miner 9    :  8522
     miner 10   :  8522
     miner 11   :  8522
     miner 12   :  8522
     miner 14   :  8522
     miner 15   :  8522
     miner 0    :  8523
     miner 2    :  8524
B12:
recieved miner in round
     miner 4    :  9284
     miner 0    :  9284
     miner 1    :  9284
     miner 2    :  9284
     miner 3    :  9284
     miner 5    :  9284
     miner 6    :  9284
     miner 7    :  9284
     miner 8    :  9284
     miner 10   :  9284
     miner 11   :  9284
     miner 12   :  9284
     miner 13   :  9284
     miner 15   :  9284
     miner 9    :  9285
     miner 14   :  9285
B13:
recieved miner in round
     miner 0    :  10041
     miner 1    :  10041
     miner 2    :  10041
     miner 4    :  10041
     miner 5    :  10041
     miner 7    :  10041
     miner 8    :  10041
     miner 9    :  10041
     miner 10   :  10041
     miner 11   :  10041
     miner 12   :  10041
     miner 13   :  10041
     miner 14   :  10041
     miner 15   :  10041
     miner 3    :  10042
     miner 6    :  10042
B14:
recieved miner in round
     miner 13   :  10792
     miner 0    :  10792
     miner 1    :  10792
     miner 2    :  10792
     miner 3    :  10792
     miner 4    :  10792
     miner 5    :  10792
     miner 7    :  10792
     miner 8    :  10792
     miner 9    :  10792
     miner 11   :  10792
     miner 14   :  10792
     miner 15   :  10792
     miner 6    :  10793
     miner 10   :  10793
     miner 12   :  10793
B15:
recieved miner in round
     miner 0    :  11583
     miner 1    :  11583
     miner 2    :  11583
     miner 3    :  11583
     miner 4    :  11583
     miner 5    :  11583
     miner 6    :  11583
     miner 7    :  11583
     miner 9    :  11583
     miner 10   :  11583
     miner 11   :  11583
     miner 12   :  11583
     miner 13   :  11583
     miner 14   :  11583
     miner 8    :  11584
     miner 15   :  11584
B16:
recieved miner in round
     miner 5    :  12359
     miner 2    :  12359
     miner 3    :  12359
     miner 6    :  12359
     miner 7    :  12359
     miner 8    :  12359
     miner 9    :  12359
     miner 10   :  12359
     miner 11   :  12359
     miner 14   :  12359
     miner 15   :  12359
     miner 0    :  12360
     miner 1    :  12360
     miner 4    :  12360
     miner 12   :  12360
     miner 13   :  12360
B17:
recieved miner in round
     miner 7    :  13132
     miner 1    :  13132
     miner 2    :  13132
     miner 3    :  13132
     miner 4    :  13132
     miner 5    :  13132
     miner 6    :  13132
     miner 8    :  13132
     miner 10   :  13132
     miner 11   :  13132
     miner 12   :  13132
     miner 13   :  13132
     miner 0    :  13133
     miner 9    :  13133
     miner 15   :  13133
     miner 14   :  13134
B18:
recieved miner in round
     miner 4    :  13898
     miner 0    :  13898
     miner 1    :  13898
     miner 5    :  13898
     miner 6    :  13898
     miner 8    :  13898
     miner 11   :  13898
     miner 12   :  13898
     miner 13   :  13898
     miner 14   :  13898
     miner 15   :  13898
     miner 2    :  13899
     miner 3    :  13899
     miner 7    :  13899
     miner 9    :  13899
     miner 10   :  13899
B19:
recieved miner in round
     miner 1    :  14718
     miner 0    :  14718
     miner 2    :  14718
     miner 3    :  14718
     miner 4    :  14718
     miner 5    :  14718
     miner 6    :  14718
     miner 10   :  14718
     miner 11   :  14718
     miner 12   :  14718
     miner 13   :  14718
     miner 14   :  14718
     miner 15   :  14718
     miner 7    :  14719
     miner 8    :  14719
     miner 9    :  14720
B20:
recieved miner in round
     miner 14   :  15490
     miner 0    :  15490
     miner 2    :  15490
     miner 3    :  15490
     miner 4    :  15490
     miner 5    :  15490
     miner 6    :  15490
     miner 7    :  15490
     miner 8    :  15490
     miner 10   :  15490
     miner 13   :  15490
     miner 15   :  15490
     miner 1    :  15491
     miner 9    :  15491
     miner 11   :  15491
     miner 12   :  15491
B21:
recieved miner in round
     miner 0    :  16289
     miner 1    :  16289
     miner 3    :  16289
     miner 4    :  16289
     miner 5    :  16289
     miner 6    :  16289
     miner 7    :  16289
     miner 9    :  16289
     miner 10   :  16289
     miner 11   :  16289
     miner 13   :  16289
     miner 15   :  16289
     miner 2    :  16290
     miner 8    :  16290
     miner 12   :  16290
     miner 14   :  16290
B22:
recieved miner in round
     miner 8    :  17041
     miner 0    :  17041
     miner 1    :  17041
     miner 2    :  17041
     miner 3    :  17041
     miner 4    :  17041
     miner 5    :  17041
     miner 6    :  17041
     miner 7    :  17041
     miner 9    :  17041
     miner 12   :  17041
     miner 13   :  17041
     miner 14   :  17041
     miner 15   :  17041
     miner 10   :  17042
     miner 11   :  17042
B23:
recieved miner in round
     miner 0    :  17800
     miner 1    :  17800
     miner 3    :  17800
     miner 4    :  17800
     miner 5    :  17800
     miner 6    :  17800
     miner 7    :  17800
     miner 8    :  17800
     miner 9    :  17800
     miner 10   :  17800
     miner 11   :  17800
     miner 12   :  17800
     miner 13   :  17800
     miner 14   :  17800
     miner 15   :  17800
     miner 2    :  17801
B24:
recieved miner in round
     miner 14   :  18584
     miner 0    :  18584
     miner 1    :  18584
     miner 2    :  18584
     miner 3    :  18584
     miner 4    :  18584
     miner 5    :  18584
     miner 6    :  18584
     miner 7    :  18584
     miner 9    :  18584
     miner 11   :  18584
     miner 12   :  18584
     miner 13   :  18584
     miner 15   :  18584
     miner 8    :  18585
     miner 10   :  18585
B25:
recieved miner in round
     miner 14   :  19350
     miner 0    :  19350
     miner 1    :  19350
     miner 3    :  19350
     miner 4    :  19350
     miner 6    :  19350
     miner 7    :  19350
     miner 8    :  19350
     miner 9    :  19350
     miner 10   :  19350
     miner 12   :  19350
     miner 13   :  19350
     miner 2    :  19351
     miner 5    :  19351
     miner 11   :  19351
     miner 15   :  19352
B26:
recieved miner in round
     miner 9    :  20145
     miner 0    :  20145
     miner 1    :  20145
     miner 2    :  20145
     miner 3    :  20145
     miner 4    :  20145
     miner 5    :  20145
     miner 6    :  20145
     miner 8    :  20145
     miner 10   :  20145
     miner 11   :  20145
     miner 12   :  20145
     miner 13   :  20145
     miner 14   :  20145
     miner 15   :  20145
     miner 7    :  20146
B27:
recieved miner in round
     miner 3    :  20953
     miner 0    :  20953
     miner 1    :  20953
     miner 4    :  20953
     miner 5    :  20953
     miner 6    :  20953
     miner 7    :  20953
     miner 8    :  20953
     miner 9    :  20953
     miner 10   :  20953
     miner 11   :  20953
     miner 13   :  20953
     miner 14   :  20953
     miner 15   :  20953
     miner 2    :  20954
     miner 12   :  20954
B28:
recieved miner in round
     miner 12   :  21720
     miner 1    :  21720
     miner 2    :  21720
     miner 3    :  21720
     miner 5    :  21720
     miner 6    :  21720
     miner 7    :  21720
     miner 8    :  21720
     miner 9    :  21720
     miner 10   :  21720
     miner 11   :  21720
     miner 13   :  21720
     miner 14   :  21720
     miner 15   :  21720
     miner 0    :  21721
     miner 4    :  21721
B29:
recieved miner in round
     miner 15   :  22475
     miner 0    :  22475
     miner 2    :  22475
     miner 3    :  22475
     miner 5    :  22475
     miner 6    :  22475
     miner 7    :  22475
     miner 9    :  22475
     miner 10   :  22475
     miner 11   :  22475
     miner 12   :  22475
     miner 13   :  22475
     miner 14   :  22475
     miner 1    :  22476
     miner 4    :  22476
     miner 8    :  22476
B30:
recieved miner in round
     miner 10   :  23271
     miner 0    :  23271
     miner 1    :  23271
     miner 3    :  23271
     miner 4    :  23271
     miner 5    :  23271
     miner 6    :  23271
     miner 8    :  23271
     miner 9    :  23271
     miner 11   :  23271
     miner 12   :  23271
     miner 13   :  23271
     miner 14   :  23271
     miner 2    :  23272
     miner 7    :  23272
     miner 15   :  23273
B31:
recieved miner in round
     miner 5    :  24032
     miner 1    :  24032
     miner 2    :  24032
     miner 6    :  24032
     miner 7    :  24032
     miner 8    :  24032
     miner 9    :  24032
     miner 10   :  24032
     miner 11   :  24032
     miner 12   :  24032
     miner 13   :  24032
     miner 14   :  24032
     miner 15   :  24032
     miner 0    :  24033
     miner 3    :  24033
     miner 4    :  24033
B32:
recieved miner in round
     miner 0    :  24801
     miner 2    :  24801
     miner 3    :  24801
     miner 4    :  24801
     miner 5    :  24801
     miner 7    :  24801
     miner 8    :  24801
     miner 9    :  24801
     miner 10   :  24801
     miner 11   :  24801
     miner 13   :  24801
     miner 15   :  24801
     miner 1    :  24802
     miner 6    :  24802
     miner 12   :  24802
     miner 14   :  24802
B33:
recieved miner in round
     miner 1    :  25569
     miner 0    :  25569
     miner 2    :  25569
     miner 4    :  25569
     miner 5    :  25569
     miner 6    :  25569
     miner 8    :  25569
     miner 9    :  25569
     miner 10   :  25569
     miner 11   :  25569
     miner 12   :  25569
     miner 14   :  25569
     miner 3    :  25570
     miner 7    :  25570
     miner 15   :  25570
     miner 13   :  25571
B34:
recieved miner in round
     miner 8    :  26342
     miner 0    :  26342
     miner 1    :  26342
     miner 2    :  26342
     miner 3    :  26342
     miner 4    :  26342
     miner 5    :  26342
     miner 6    :  26342
     miner 7    :  26342
     miner 9    :  26342
     miner 10   :  26342
     miner 11   :  26342
     miner 12   :  26342
     miner 13   :  26342
     miner 15   :  26342
     miner 14   :  26343
B35:
recieved miner in round
     miner 7    :  27096
     miner 0    :  27096
     miner 1    :  27096
     miner 2    :  27096
     miner 3    :  27096
     miner 4    :  27096
     miner 5    :  27096
     miner 6    :  27096
     miner 8    :  27096
     miner 9    :  27096
     miner 10   :  27096
     miner 12   :  27096
     miner 13   :  27096
     miner 14   :  27096
     miner 15   :  27096
     miner 11   :  27097
B36:
recieved miner in round
     miner 11   :  27876
     miner 0    :  27876
     miner 1    :  27876
     miner 2    :  27876
     miner 5    :  27876
     miner 6    :  27876
     miner 7    :  27876
     miner 8    :  27876
     miner 10   :  27876
     miner 12   :  27876
     miner 13   :  27876
     miner 15   :  27876
     miner 4    :  27877
     miner 9    :  27877
