B1:
recieved miner in round
     miner 2    :  420
     miner 0    :  420
     miner 1    :  420
     miner 3    :  420
     miner 5    :  420
     miner 6    :  420
     miner 7    :  420
     miner 8    :  420
     miner 9    :  420
     miner 4    :  421
B2:
recieved miner in round
     miner 8    :  915
     miner 0    :  915
     miner 1    :  915
     miner 4    :  915
     miner 6    :  915
     miner 7    :  915
     miner 9    :  915
     miner 2    :  916
     miner 3    :  916
     miner 5    :  916
B3:
recieved miner in round
     miner 0    :  1360
     miner 1    :  1360
     miner 2    :  1360
     miner 3    :  1360
     miner 4    :  1360
     miner 6    :  1360
     miner 7    :  1360
     miner 8    :  1360
     miner 9    :  1360
     miner 5    :  1361
B4:
recieved miner in round
     miner 7    :  1781
     miner 0    :  1781
     miner 1    :  1781
     miner 2    :  1781
     miner 3    :  1781
     miner 4    :  1781
     miner 5    :  1781
     miner 9    :  1781
     miner 6    :  1782
     miner 8    :  1782
B5:
recieved miner in round
     miner 5    :  2229
     miner 0    :  2229
     miner 1    :  2229
     miner 3    :  2229
     miner 4    :  2229
     miner 6    :  2229
     miner 7    :  2229
     miner 8    :  2229
     miner 2    :  2230
     miner 9    :  2230
B6:
recieved miner in round
     miner 7    :  2654
     miner 0    :  2654
     miner 3    :  2654
     miner 4    :  2654
     miner 5    :  2654
     miner 8    :  2654
     miner 9    :  2654
     miner 2    :  2655
     miner 6    :  2655
     miner 1    :  2656
B7:
recieved miner in round
     miner 4    :  3118
     miner 0    :  3118
     miner 1    :  3118
     miner 2    :  3118
     miner 3    :  3118
     miner 5    :  3118
     miner 6    :  3118
     miner 8    :  3118
     miner 9    :  3118
     miner 7    :  3119
B8:
recieved miner in round
     miner 3    :  3566
     miner 1    :  3566
     miner 2    :  3566
     miner 4    :  3566
     miner 5    :  3566
     miner 7    :  3566
     miner 8    :  3566
     miner 9    :  3566
     miner 0    :  3567
     miner 6    :  3567
B9:
recieved miner in round
     miner 3    :  3996
     miner 0    :  3996
     miner 1    :  3996
     miner 2    :  3996
     miner 4    :  3996
     miner 6    :  3996
     miner 7    :  3996
     miner 8    :  3996
     miner 9    :  3996
     miner 5    :  3997
B10:
recieved miner in round
     miner 4    :  4423
     miner 0    :  4423
     miner 2    :  4423
     miner 3    :  4423
     miner 5    :  4423
     miner 6    :  4423
     miner 7    :  4423
     miner 8    :  4423
     miner 9    :  4423
     miner 1    :  4424
B11:
recieved miner in round
     miner 1    :  4851
     miner 0    :  4851
     miner 2    :  4851
     miner 3    :  4851
     miner 4    :  4851
     miner 5    :  4851
     miner 6    :  4851
     miner 8    :  4851
     miner 9    :  4851
     miner 7    :  4852
B12:
recieved miner in round
     miner 2    :  5276
     miner 0    :  5276
     miner 1    :  5276
     miner 4    :  5276
     miner 5    :  5276
     miner 6    :  5276
     miner 7    :  5276
     miner 8    :  5276
     miner 9    :  5276
     miner 3    :  5278
B13:
recieved miner in round
     miner 0    :  5694
     miner 1    :  5694
     miner 2    :  5694
     miner 3    :  5694
     miner 4    :  5694
     miner 5    :  5694
     miner 6    :  5694
     miner 7    :  5694
     miner 8    :  5694
     miner 9    :  5696
B14:
recieved miner in round
     miner 8    :  6122
     miner 1    :  6122
     miner 3    :  6122
     miner 4    :  6122
     miner 6    :  6122
     miner 7    :  6122
     miner 9    :  6122
     miner 0    :  6123
     miner 2    :  6123
     miner 5    :  6123
B15:
recieved miner in round
     miner 4    :  6607
     miner 0    :  6607
     miner 1    :  6607
     miner 2    :  6607
