B1:
recieved miner in round
     miner 1    :  83
     miner 2    :  83
     miner 4    :  83
     miner 5    :  83
     miner 6    :  83
     miner 8    :  83
     miner 9    :  83
     miner 11   :  83
     miner 12   :  83
     miner 13   :  83
     miner 14   :  83
     miner 15   :  83
     miner 0    :  84
     miner 3    :  84
     miner 7    :  84
     miner 10   :  84
B2:
recieved miner in round
     miner 2    :  173
     miner 0    :  173
     miner 3    :  173
     miner 4    :  173
     miner 5    :  173
     miner 6    :  173
     miner 7    :  173
     miner 8    :  173
     miner 9    :  173
     miner 10   :  173
     miner 11   :  173
     miner 12   :  173
     miner 13   :  173
     miner 14   :  173
     miner 15   :  173
     miner 1    :  174
B3:
recieved miner in round
     miner 3    :  256
     miner 0    :  256
     miner 1    :  256
     miner 2    :  256
     miner 4    :  256
     miner 5    :  256
     miner 8    :  256
     miner 10   :  256
     miner 11   :  256
     miner 12   :  256
     miner 13   :  256
     miner 15   :  256
     miner 6    :  257
     miner 7    :  257
     miner 9    :  257
     miner 14   :  257
B4:
recieved miner in round
     miner 10   :  339
     miner 1    :  339
     miner 2    :  339
     miner 3    :  339
     miner 4    :  339
     miner 5    :  339
     miner 6    :  339
     miner 8    :  339
     miner 9    :  339
     miner 11   :  339
     miner 12   :  339
     miner 14   :  339
     miner 7    :  340
     miner 13   :  340
     miner 15   :  340
     miner 0    :  341
B5:
recieved miner in round
     miner 4    :  427
     miner 0    :  427
     miner 1    :  427
     miner 2    :  427
     miner 3    :  427
     miner 5    :  427
     miner 6    :  427
     miner 8    :  427
     miner 10   :  427
     miner 11   :  427
     miner 12   :  427
     miner 15   :  427
     miner 7    :  428
     miner 9    :  428
     miner 13   :  428
     miner 14   :  428
B6:
recieved miner in round
     miner 6    :  512
     miner 1    :  512
     miner 3    :  512
     miner 4    :  512
     miner 5    :  512
     miner 7    :  512
     miner 8    :  512
     miner 9    :  512
     miner 10   :  512
     miner 11   :  512
     miner 12   :  512
     miner 13   :  512
     miner 14   :  512
     miner 15   :  512
     miner 0    :  513
     miner 2    :  513
B7:
recieved miner in round
     miner 7    :  595
     miner 0    :  595
     miner 1    :  595
     miner 2    :  595
     miner 3    :  595
     miner 5    :  595
     miner 6    :  595
     miner 8    :  595
     miner 9    :  595
     miner 10   :  595
     miner 11   :  595
     miner 12   :  595
     miner 13   :  595
     miner 15   :  595
     miner 14   :  596
     miner 4    :  597
B8:
recieved miner in round
     miner 5    :  680
     miner 0    :  680
     miner 3    :  680
     miner 4    :  680
     miner 6    :  680
     miner 7    :  680
     miner 8    :  680
     miner 10   :  680
     miner 11   :  680
     miner 12   :  680
     miner 13   :  680
     miner 14   :  680
     miner 15   :  680
     miner 1    :  681
     miner 2    :  681
     miner 9    :  681
B9:
recieved miner in round
     miner 7    :  764
     miner 0    :  764
     miner 1    :  764
     miner 2    :  764
     miner 3    :  764
     miner 4    :  764
     miner 5    :  764
     miner 6    :  764
     miner 8    :  764
     miner 9    :  764
     miner 10   :  764
     miner 12   :  764
     miner 13   :  764
     miner 14   :  764
     miner 15   :  764
     miner 11   :  766
B10:
recieved miner in round
     miner 10   :  853
     miner 2    :  853
     miner 4    :  853
     miner 6    :  853
     miner 7    :  853
     miner 9    :  853
     miner 11   :  853
     miner 12   :  853
     miner 13   :  853
     miner 14   :  853
     miner 15   :  853
     miner 0    :  854
     miner 1    :  854
     miner 5    :  854
     miner 8    :  854
     miner 3    :  855
B11:
recieved miner in round
     miner 2    :  941
     miner 0    :  941
     miner 1    :  941
     miner 4    :  941
