B1:
recieved miner in round
     miner 6    :  282
     miner 0    :  282
     miner 1    :  282
     miner 3    :  282
     miner 4    :  282
     miner 5    :  282
     miner 7    :  282
     miner 8    :  282
     miner 9    :  282
     miner 10   :  282
     miner 12   :  282
     miner 13   :  282
     miner 14   :  282
     miner 15   :  282
     miner 2    :  283
     miner 11   :  283
B2:
recieved miner in round
     miner 10   :  536
     miner 0    :  536
     miner 1    :  536
     miner 3    :  536
     miner 4    :  536
     miner 6    :  536
     miner 7    :  536
     miner 8    :  536
     miner 9    :  536
     miner 12   :  536
     miner 14   :  536
     miner 15   :  536
     miner 5    :  537
     miner 11   :  537
     miner 13   :  537
     miner 2    :  538
B3:
recieved miner in round
     miner 10   :  786
     miner 0    :  786
     miner 3    :  786
     miner 4    :  786
     miner 5    :  786
     miner 6    :  786
     miner 7    :  786
     miner 8    :  786
     miner 9    :  786
     miner 11   :  786
     miner 14   :  786
     miner 15   :  786
     miner 1    :  787
     miner 13   :  787
     miner 2    :  788
     miner 12   :  788
B4:
recieved miner in round
     miner 5    :  1040
     miner 1    :  1040
     miner 3    :  1040
     miner 6    :  1040
     miner 7    :  1040
     miner 8    :  1040
     miner 10   :  1040
     miner 11   :  1040
     miner 12   :  1040
     miner 13   :  1040
     miner 14   :  1040
     miner 15   :  1040
     miner 0    :  1041
     miner 2    :  1041
     miner 4    :  1041
     miner 9    :  1041
B5:
recieved miner in round
     miner 15   :  1301
     miner 0    :  1301
     miner 1    :  1301
     miner 2    :  1301
     miner 3    :  1301
     miner 4    :  1301
     miner 5    :  1301
     miner 8    :  1301
     miner 9    :  1301
     miner 11   :  1301
     miner 12   :  1301
     miner 13   :  1301
     miner 14   :  1301
     miner 6    :  1302
     miner 7    :  1302
     miner 10   :  1302
B6:
recieved miner in round
     miner 7    :  1557
     miner 0    :  1557
     miner 2    :  1557
     miner 3    :  1557
     miner 5    :  1557
     miner 8    :  1557
     miner 9    :  1557
     miner 10   :  1557
     miner 11   :  1557
     miner 14   :  1557
     miner 1    :  1558
     miner 4    :  1558
     miner 6    :  1558
     miner 12   :  1558
     miner 13   :  1558
     miner 15   :  1559
B7:
