B1:
recieved miner in round
     miner 9    :  452
     miner 0    :  452
     miner 1    :  452
     miner 2    :  452
     miner 4    :  452
     miner 5    :  452
     miner 6    :  452
     miner 7    :  452
     miner 8    :  452
     miner 10   :  452
     miner 11   :  452
     miner 13   :  452
     miner 14   :  452
     miner 15   :  452
     miner 3    :  453
     miner 12   :  453
B2:
recieved miner in round
     miner 8    :  874
     miner 0    :  874
     miner 1    :  874
     miner 2    :  874
     miner 3    :  874
     miner 4    :  874
     miner 5    :  874
     miner 6    :  874
     miner 7    :  874
     miner 9    :  874
     miner 10   :  874
     miner 11   :  874
     miner 12   :  874
     miner 13   :  874
     miner 14   :  874
     miner 15   :  874
B3:
recieved miner in round
     miner 2    :  1299
     miner 1    :  1299
     miner 3    :  1299
     miner 4    :  1299
     miner 5    :  1299
     miner 6    :  1299
     miner 7    :  1299
     miner 8    :  1299
     miner 9    :  1299
     miner 11   :  1299
     miner 12   :  1299
     miner 13   :  1299
     miner 14   :  1299
     miner 15   :  1299
     miner 0    :  1300
     miner 10   :  1300
B4:
recieved miner in round
     miner 11   :  1743
     miner 0    :  1743
     miner 1    :  1743
     miner 2    :  1743
     miner 3    :  1743
     miner 4    :  1743
     miner 5    :  1743
     miner 7    :  1743
     miner 8    :  1743
     miner 9    :  1743
     miner 10   :  1743
     miner 12   :  1743
     miner 13   :  1743
     miner 14   :  1743
     miner 15   :  1743
     miner 6    :  1744
B5:
recieved miner in round
     miner 2    :  2164
     miner 0    :  2164
     miner 1    :  2164
     miner 3    :  2164
     miner 6    :  2164
     miner 7    :  2164
     miner 8    :  2164
     miner 9    :  2164
     miner 10   :  2164
     miner 11   :  2164
     miner 13   :  2164
     miner 14   :  2164
     miner 15   :  2164
     miner 4    :  2165
     miner 5    :  2165
     miner 12   :  2165
B6:
recieved miner in round
     miner 12   :  2636
     miner 0    :  2636
     miner 1    :  2636
     miner 3    :  2636
     miner 4    :  2636
     miner 5    :  2636
     miner 8    :  2636
     miner 9    :  2636
     miner 10   :  2636
     miner 6    :  2637
     miner 7    :  2637
     miner 11   :  2637
     miner 13   :  2637
     miner 14   :  2637
     miner 15   :  2637
     miner 2    :  2638
B7:
recieved miner in round
     miner 11   :  3082
     miner 1    :  3082
     miner 2    :  3082
     miner 4    :  3082
     miner 6    :  3082
     miner 7    :  3082
     miner 9    :  3082
     miner 10   :  3082
     miner 12   :  3082
     miner 13   :  3082
     miner 14   :  3082
     miner 15   :  3082
     miner 0    :  3083
     miner 3    :  3083
     miner 5    :  3083
     miner 8    :  3084
B8:
recieved miner in round
     miner 0    :  3505
     miner 1    :  3505
     miner 2    :  3505
     miner 4    :  3505
     miner 5    :  3505
     miner 6    :  3505
     miner 7    :  3505
     miner 8    :  3505
     miner 9    :  3505
     miner 10   :  3505
     miner 11   :  3505
     miner 12   :  3505
     miner 13   :  3505
     miner 14   :  3505
     miner 15   :  3505
     miner 3    :  3506
B9:
recieved miner in round
     miner 9    :  3926
     miner 0    :  3926
     miner 2    :  3926
     miner 3    :  3926
     miner 4    :  3926
     miner 6    :  3926
     miner 7    :  3926
     miner 8    :  3926
     miner 11   :  3926
     miner 12   :  3926
     miner 13   :  3926
     miner 14   :  3926
     miner 15   :  3926
     miner 1    :  3927
     miner 5    :  3927
     miner 10   :  3928
B10:
recieved miner in round
     miner 15   :  4359
     miner 0    :  4359
     miner 1    :  4359
     miner 2    :  4359
     miner 3    :  4359
     miner 4    :  4359
     miner 5    :  4359
     miner 6    :  4359
     miner 7    :  4359
     miner 8    :  4359
     miner 9    :  4359
     miner 10   :  4359
     miner 11   :  4359
     miner 12   :  4359
     miner 13   :  4359
     miner 14   :  4359
B11:
recieved miner in round
     miner 4    :  4777
     miner 0    :  4777
     miner 2    :  4777
     miner 3    :  4777
     miner 6    :  4777
     miner 7    :  4777
     miner 8    :  4777
     miner 9    :  4777
     miner 11   :  4777
     miner 13   :  4777
     miner 14   :  4777
     miner 15   :  4777
     miner 1    :  4778
     miner 12   :  4778
     miner 5    :  4779
     miner 10   :  4779
B12:
recieved miner in round
     miner 9    :  5197
     miner 0    :  5197
     miner 1    :  5197
     miner 2    :  5197
     miner 3    :  5197
     miner 5    :  5197
     miner 6    :  5197
     miner 7    :  5197
     miner 8    :  5197
     miner 11   :  5197
     miner 12   :  5197
     miner 14   :  5197
     miner 15   :  5197
     miner 4    :  5198
     miner 10   :  5198
     miner 13   :  5198
B13:
recieved miner in round
     miner 2    :  5642
     miner 1    :  5642
     miner 3    :  5642
     miner 4    :  5642
     miner 5    :  5642
     miner 7    :  5642
     miner 8    :  5642
     miner 9    :  5642
     miner 11   :  5642
     miner 13   :  5642
     miner 14   :  5642
     miner 15   :  5642
     miner 0    :  5643
     miner 6    :  5643
     miner 10   :  5643
     miner 12   :  5644
B14:
recieved miner in round
     miner 7    :  6061
     miner 0    :  6061
     miner 1    :  6061
     miner 2    :  6061
     miner 3    :  6061
     miner 4    :  6061
     miner 5    :  6061
     miner 6    :  6061
     miner 8    :  6061
     miner 9    :  6061
     miner 10   :  6061
     miner 11   :  6061
     miner 12   :  6061
     miner 13   :  6062
     miner 14   :  6062
     miner 15   :  6062
B15:
recieved miner in round
     miner 6    :  6508
     miner 0    :  6508
     miner 1    :  6508
     miner 3    :  6508
     miner 4    :  6508
     miner 7    :  6508
     miner 8    :  6508
     miner 9    :  6508
     miner 10   :  6508
     miner 11   :  6508
     miner 12   :  6508
     miner 13   :  6508
     miner 14   :  6508
     miner 15   :  6508
     miner 2    :  6509
     miner 5    :  6510
B16:
recieved miner in round
     miner 1    :  6967
     miner 2    :  6967
     miner 3    :  6967
     miner 4    :  6967
     miner 5    :  6967
     miner 7    :  6967
     miner 8    :  6967
     miner 9    :  6967
     miner 10   :  6967
     miner 12   :  6967
     miner 13   :  6967
     miner 14   :  6967
     miner 15   :  6967
     miner 0    :  6968
     miner 6    :  6968
     miner 11   :  6968
B17:
recieved miner in round
     miner 0    :  7409
     miner 1    :  7409
     miner 2    :  7409
     miner 4    :  7409
     miner 5    :  7409
     miner 6    :  7409
     miner 7    :  7409
     miner 8    :  7409
     miner 9    :  7409
     miner 10   :  7409
     miner 11   :  7409
     miner 12   :  7409
     miner 13   :  7409
     miner 14   :  7409
     miner 15   :  7409
     miner 3    :  7410
B18:
recieved miner in round
     miner 1    :  7841
     miner 0    :  7841
     miner 2    :  7841
     miner 3    :  7841
     miner 4    :  7841
     miner 5    :  7841
     miner 6    :  7841
     miner 7    :  7841
     miner 8    :  7841
     miner 9    :  7841
     miner 10   :  7841
     miner 11   :  7841
     miner 12   :  7841
     miner 13   :  7841
     miner 14   :  7841
     miner 15   :  7841
B19:
recieved miner in round
     miner 7    :  8325
     miner 0    :  8325
     miner 1    :  8325
     miner 2    :  8325
     miner 4    :  8325
     miner 5    :  8325
     miner 8    :  8325
     miner 9    :  8325
     miner 10   :  8325
     miner 11   :  8325
     miner 12   :  8325
     miner 13   :  8325
     miner 14   :  8325
     miner 15   :  8325
     miner 3    :  8326
     miner 6    :  8326
B20:
recieved miner in round
     miner 11   :  8748
     miner 0    :  8748
     miner 2    :  8748
     miner 3    :  8748
     miner 4    :  8748
     miner 5    :  8748
     miner 6    :  8748
     miner 8    :  8748
     miner 9    :  8748
     miner 10   :  8748
     miner 13   :  8748
     miner 14   :  8748
     miner 15   :  8748
     miner 1    :  8749
     miner 7    :  8749
     miner 12   :  8749
B21:
recieved miner in round
     miner 12   :  9185
     miner 1    :  9185
     miner 3    :  9185
     miner 4    :  9185
     miner 5    :  9185
     miner 6    :  9185
     miner 9    :  9185
     miner 10   :  9185
     miner 11   :  9185
     miner 14   :  9185
     miner 15   :  9185
     miner 0    :  9186
     miner 2    :  9186
     miner 7    :  9186
     miner 8    :  9186
     miner 13   :  9187
B22:
recieved miner in round
     miner 3    :  9632
     miner 0    :  9632
     miner 2    :  9632
     miner 5    :  9632
     miner 6    :  9632
     miner 7    :  9632
     miner 8    :  9632
     miner 9    :  9632
     miner 10   :  9632
     miner 11   :  9632
     miner 12   :  9632
     miner 13   :  9632
     miner 14   :  9632
     miner 15   :  9632
     miner 1    :  9633
     miner 4    :  9633
B23:
recieved miner in round
     miner 4    :  10058
     miner 0    :  10058
     miner 5    :  10058
     miner 6    :  10058
     miner 7    :  10058
     miner 8    :  10058
     miner 9    :  10058
     miner 10   :  10058
     miner 11   :  10058
     miner 12   :  10058
     miner 13   :  10058
     miner 15   :  10058
     miner 1    :  10059
     miner 2    :  10059
     miner 3    :  10059
     miner 14   :  10059
B24:
recieved miner in round
     miner 3    :  10488
     miner 0    :  10488
     miner 1    :  10488
     miner 2    :  10488
     miner 4    :  10488
     miner 5    :  10488
     miner 7    :  10488
     miner 8    :  10488
     miner 9    :  10488
     miner 10   :  10488
     miner 11   :  10488
     miner 12   :  10488
     miner 13   :  10488
     miner 14   :  10488
     miner 15   :  10488
     miner 6    :  10489
B25:
recieved miner in round
     miner 6    :  10925
     miner 0    :  10925
     miner 2    :  10925
     miner 4    :  10925
     miner 5    :  10925
     miner 7    :  10925
     miner 8    :  10925
     miner 9    :  10925
     miner 10   :  10925
     miner 12   :  10925
     miner 13   :  10925
     miner 14   :  10925
     miner 15   :  10925
     miner 1    :  10926
     miner 3    :  10926
     miner 11   :  10926
B26:
recieved miner in round
     miner 3    :  11359
     miner 0    :  11359
     miner 2    :  11359
     miner 4    :  11359
     miner 6    :  11359
     miner 7    :  11359
     miner 9    :  11359
     miner 12   :  11359
     miner 13   :  11359
     miner 14   :  11359
     miner 15   :  11359
     miner 1    :  11360
     miner 5    :  11360
     miner 8    :  11360
     miner 10   :  11360
     miner 11   :  11360
B27:
recieved miner in round
     miner 13   :  11776
     miner 0    :  11776
     miner 1    :  11776
     miner 2    :  11776
     miner 3    :  11776
     miner 4    :  11776
     miner 5    :  11776
     miner 6    :  11776
     miner 7    :  11776
     miner 9    :  11776
     miner 10   :  11776
     miner 11   :  11776
     miner 12   :  11776
     miner 14   :  11776
     miner 15   :  11776
     miner 8    :  11777
B28:
recieved miner in round
     miner 5    :  12197
     miner 0    :  12197
     miner 3    :  12197
     miner 6    :  12197
     miner 7    :  12197
     miner 8    :  12197
     miner 9    :  12197
     miner 10   :  12197
     miner 12   :  12197
     miner 13   :  12197
     miner 15   :  12197
     miner 1    :  12198
     miner 2    :  12198
     miner 4    :  12198
     miner 11   :  12198
     miner 14   :  12198
B29:
recieved miner in round
     miner 5    :  12621
     miner 0    :  12621
     miner 2    :  12621
     miner 3    :  12621
     miner 4    :  12621
     miner 6    :  12621
     miner 7    :  12621
     miner 8    :  12621
     miner 9    :  12621
     miner 10   :  12621
     miner 11   :  12621
     miner 12   :  12621
     miner 14   :  12621
     miner 15   :  12621
     miner 1    :  12622
     miner 13   :  12622
B30:
recieved miner in round
     miner 5    :  13044
     miner 0    :  13044
     miner 1    :  13044
     miner 2    :  13044
     miner 3    :  13044
     miner 4    :  13044
     miner 7    :  13044
     miner 9    :  13044
     miner 11   :  13044
     miner 12   :  13044
     miner 13   :  13044
     miner 14   :  13044
     miner 15   :  13044
     miner 8    :  13045
     miner 10   :  13045
     miner 6    :  13046
B31:
recieved miner in round
     miner 10   :  13516
     miner 0    :  13516
     miner 1    :  13516
     miner 2    :  13516
     miner 3    :  13516
     miner 5    :  13516
     miner 6    :  13516
     miner 7    :  13516
     miner 8    :  13516
     miner 9    :  13516
     miner 11   :  13516
     miner 12   :  13516
     miner 14   :  13516
     miner 4    :  13517
     miner 13   :  13517
     miner 15   :  13517
B32:
recieved miner in round
     miner 14   :  13937
     miner 0    :  13937
     miner 1    :  13937
     miner 3    :  13937
     miner 4    :  13937
     miner 7    :  13937
     miner 8    :  13937
     miner 9    :  13937
     miner 10   :  13937
     miner 11   :  13937
     miner 12   :  13937
     miner 13   :  13937
     miner 15   :  13937
     miner 2    :  13938
     miner 5    :  13938
     miner 6    :  13938
B33:
recieved miner in round
     miner 4    :  14362
     miner 0    :  14362
     miner 1    :  14362
     miner 2    :  14362
     miner 3    :  14362
     miner 5    :  14362
     miner 6    :  14362
     miner 7    :  14362
     miner 8    :  14362
     miner 9    :  14362
     miner 10   :  14362
     miner 12   :  14362
     miner 13   :  14362
     miner 14   :  14362
     miner 15   :  14362
     miner 11   :  14363
B34:
recieved miner in round
     miner 5    :  14780
     miner 2    :  14780
     miner 3    :  14780
     miner 6    :  14780
     miner 8    :  14780
     miner 9    :  14780
     miner 10   :  14780
     miner 12   :  14780
     miner 13   :  14780
     miner 15   :  14780
     miner 0    :  14781
     miner 1    :  14781
     miner 7    :  14781
     miner 11   :  14781
     miner 14   :  14781
     miner 4    :  14782
B35:
recieved miner in round
     miner 11   :  15200
     miner 1    :  15200
     miner 2    :  15200
     miner 3    :  15200
     miner 5    :  15200
     miner 6    :  15200
     miner 7    :  15200
     miner 8    :  15200
     miner 9    :  15200
     miner 10   :  15200
     miner 12   :  15200
     miner 13   :  15200
     miner 14   :  15200
     miner 15   :  15200
     miner 4    :  15201
     miner 0    :  15202
B36:
recieved miner in round
     miner 13   :  15618
     miner 0    :  15618
     miner 2    :  15618
     miner 3    :  15618
     miner 4    :  15618
     miner 6    :  15618
     miner 7    :  15618
     miner 8    :  15618
     miner 9    :  15618
     miner 10   :  15618
     miner 11   :  15618
     miner 12   :  15618
     miner 14   :  15618
     miner 15   :  15618
     miner 1    :  15619
     miner 5    :  15619
B37:
recieved miner in round
     miner 15   :  16041
     miner 0    :  16041
     miner 2    :  16041
     miner 3    :  16041
     miner 4    :  16041
     miner 5    :  16041
     miner 6    :  16041
     miner 7    :  16041
     miner 8    :  16041
     miner 9    :  16041
     miner 10   :  16041
     miner 11   :  16041
     miner 12   :  16041
     miner 13   :  16041
     miner 14   :  16041
     miner 1    :  16042
B38:
recieved miner in round
     miner 14   :  16464
     miner 0    :  16464
     miner 1    :  16464
     miner 2    :  16464
     miner 3    :  16464
     miner 4    :  16464
     miner 5    :  16464
     miner 7    :  16464
     miner 8    :  16464
     miner 9    :  16464
     miner 11   :  16464
     miner 12   :  16464
     miner 13   :  16464
     miner 15   :  16464
     miner 6    :  16465
     miner 10   :  16465
B39:
recieved miner in round
     miner 14   :  16888
     miner 1    :  16888
     miner 2    :  16888
     miner 3    :  16888
     miner 4    :  16888
     miner 5    :  16888
     miner 6    :  16888
     miner 7    :  16888
     miner 8    :  16888
     miner 9    :  16888
     miner 10   :  16888
     miner 11   :  16888
     miner 12   :  16888
     miner 15   :  16888
     miner 0    :  16889
     miner 13   :  16889
B40:
recieved miner in round
     miner 6    :  17306
     miner 0    :  17306
     miner 1    :  17306
     miner 2    :  17306
     miner 3    :  17306
     miner 4    :  17306
     miner 5    :  17306
     miner 7    :  17306
     miner 8    :  17306
     miner 9    :  17306
     miner 10   :  17306
     miner 11   :  17306
     miner 12   :  17306
     miner 13   :  17306
     miner 15   :  17306
     miner 14   :  17308
B41:
recieved miner in round
     miner 2    :  17754
     miner 0    :  17754
     miner 1    :  17754
     miner 3    :  17754
     miner 4    :  17754
     miner 5    :  17754
     miner 6    :  17754
     miner 7    :  17754
     miner 8    :  17754
     miner 9    :  17754
     miner 10   :  17754
     miner 11   :  17754
     miner 14   :  17754
     miner 15   :  17754
     miner 12   :  17755
     miner 13   :  17755
B42:
recieved miner in round
     miner 4    :  18190
     miner 0    :  18190
     miner 1    :  18190
     miner 2    :  18190
     miner 5    :  18190
     miner 6    :  18190
     miner 7    :  18190
     miner 8    :  18190
     miner 9    :  18190
     miner 11   :  18190
     miner 12   :  18190
     miner 13   :  18190
     miner 14   :  18190
     miner 10   :  18191
     miner 15   :  18191
     miner 3    :  18192
B43:
recieved miner in round
     miner 15   :  18608
     miner 0    :  18608
     miner 1    :  18608
     miner 2    :  18608
     miner 3    :  18608
     miner 5    :  18608
     miner 7    :  18608
     miner 8    :  18608
     miner 9    :  18608
     miner 10   :  18608
     miner 11   :  18608
     miner 12   :  18608
     miner 13   :  18608
     miner 14   :  18608
     miner 4    :  18609
     miner 6    :  18609
B44:
recieved miner in round
     miner 10   :  19040
     miner 0    :  19040
     miner 2    :  19040
     miner 6    :  19040
     miner 7    :  19040
     miner 9    :  19040
     miner 11   :  19040
     miner 12   :  19040
     miner 13   :  19040
     miner 14   :  19040
     miner 15   :  19040
     miner 1    :  19041
     miner 3    :  19041
     miner 4    :  19041
     miner 8    :  19041
     miner 5    :  19042
B45:
recieved miner in round
     miner 3    :  19460
     miner 1    :  19460
     miner 2    :  19460
     miner 4    :  19460
     miner 5    :  19460
     miner 6    :  19460
     miner 7    :  19460
     miner 8    :  19460
     miner 9    :  19460
     miner 10   :  19460
     miner 12   :  19460
     miner 14   :  19460
     miner 15   :  19460
     miner 0    :  19461
     miner 13   :  19461
     miner 11   :  19462
B46:
recieved miner in round
     miner 13   :  19888
     miner 0    :  19888
     miner 1    :  19888
     miner 2    :  19888
     miner 3    :  19888
     miner 5    :  19888
     miner 6    :  19888
     miner 7    :  19888
     miner 8    :  19888
     miner 9    :  19888
     miner 14   :  19888
     miner 15   :  19888
     miner 4    :  19889
     miner 10   :  19889
