B1:
recieved miner in round
     miner 6    :  711
     miner 0    :  711
     miner 1    :  711
     miner 2    :  711
     miner 3    :  711
     miner 4    :  711
     miner 7    :  711
     miner 8    :  711
     miner 9    :  712
     miner 5    :  713
B2:
recieved miner in round
     miner 5    :  1407
     miner 0    :  1407
     miner 1    :  1407
     miner 2    :  1407
     miner 3    :  1407
     miner 4    :  1407
     miner 6    :  1407
     miner 7    :  1407
     miner 9    :  1407
     miner 8    :  1408
B3:
recieved miner in round
     miner 5    :  2108
     miner 0    :  2108
     miner 1    :  2108
     miner 3    :  2108
     miner 6    :  2108
     miner 7    :  2108
     miner 2    :  2109
     miner 4    :  2109
     miner 8    :  2109
     miner 9    :  2109
B4:
recieved miner in round
     miner 8    :  2823
     miner 0    :  2823
     miner 1    :  2823
     miner 2    :  2823
     miner 3    :  2823
     miner 4    :  2823
     miner 5    :  2823
     miner 6    :  2823
     miner 7    :  2823
     miner 9    :  2823
B5:
recieved miner in round
     miner 5    :  3577
     miner 0    :  3577
     miner 2    :  3577
     miner 3    :  3577
     miner 4    :  3577
     miner 6    :  3577
     miner 7    :  3577
     miner 9    :  3577
     miner 1    :  3578
     miner 8    :  3578
B6:
recieved miner in round
     miner 6    :  4290
     miner 2    :  4290
     miner 3    :  4290
     miner 5    :  4290
     miner 8    :  4290
     miner 9    :  4290
     miner 0    :  4291
     miner 1    :  4291
     miner 4    :  4291
     miner 7    :  4291
B7:
recieved miner in round
     miner 3    :  4971
     miner 1    :  4971
     miner 2    :  4971
     miner 4    :  4971
     miner 5    :  4971
     miner 8    :  4971
     miner 9    :  4971
     miner 6    :  4972
     miner 7    :  4972
     miner 0    :  4973
B8:
recieved miner in round
     miner 7    :  5670
     miner 0    :  5670
     miner 2    :  5670
     miner 3    :  5670
     miner 4    :  5670
     miner 6    :  5670
     miner 1    :  5671
     miner 5    :  5671
     miner 8    :  5671
     miner 9    :  5671
B9:
recieved miner in round
     miner 9    :  6365
     miner 2    :  6365
     miner 4    :  6365
     miner 5    :  6365
     miner 6    :  6365
     miner 7    :  6365
     miner 8    :  6365
     miner 0    :  6366
     miner 1    :  6366
     miner 3    :  6366
B10:
recieved miner in round
     miner 0    :  7121
     miner 1    :  7121
     miner 2    :  7121
     miner 3    :  7121
     miner 4    :  7121
     miner 6    :  7121
     miner 7    :  7121
     miner 9    :  7121
     miner 5    :  7122
     miner 8    :  7122
B11:
recieved miner in round
     miner 7    :  7797
     miner 1    :  7797
     miner 2    :  7797
     miner 3    :  7797
     miner 5    :  7797
     miner 6    :  7797
     miner 8    :  7797
     miner 9    :  7797
     miner 0    :  7798
     miner 4    :  7799
B12:
recieved miner in round
     miner 6    :  8542
     miner 0    :  8542
     miner 1    :  8542
     miner 2    :  8542
     miner 4    :  8542
     miner 5    :  8542
     miner 8    :  8542
     miner 9    :  8542
     miner 3    :  8543
     miner 7    :  8543
B13:
recieved miner in round
     miner 1    :  9217
     miner 0    :  9217
     miner 3    :  9217
     miner 4    :  9217
     miner 6    :  9217
     miner 7    :  9217
     miner 8    :  9217
     miner 9    :  9217
     miner 2    :  9218
     miner 5    :  9218
B14:
recieved miner in round
     miner 8    :  9940
     miner 0    :  9940
     miner 1    :  9940
     miner 2    :  9940
     miner 3    :  9940
     miner 4    :  9940
     miner 5    :  9940
     miner 7    :  9940
     miner 9    :  9940
     miner 6    :  9941
B15:
recieved miner in round
     miner 6    :  10619
     miner 0    :  10619
     miner 1    :  10619
     miner 3    :  10619
     miner 4    :  10619
     miner 5    :  10619
     miner 7    :  10619
     miner 8    :  10619
     miner 9    :  10619
     miner 2    :  10620
B16:
recieved miner in round
     miner 4    :  11292
     miner 1    :  11292
     miner 2    :  11292
     miner 3    :  11292
     miner 5    :  11292
     miner 6    :  11292
     miner 7    :  11292
     miner 0    :  11293
     miner 8    :  11293
     miner 9    :  11293
B17:
recieved miner in round
     miner 8    :  11972
     miner 2    :  11972
     miner 3    :  11972
     miner 4    :  11972
     miner 6    :  11972
     miner 7    :  11972
     miner 9    :  11972
     miner 0    :  11973
     miner 1    :  11973
     miner 5    :  11973
B18:
recieved miner in round
     miner 6    :  12693
     miner 0    :  12693
     miner 1    :  12693
     miner 2    :  12693
     miner 3    :  12693
     miner 5    :  12693
     miner 7    :  12693
     miner 8    :  12693
     miner 9    :  12693
     miner 4    :  12695
B19:
recieved miner in round
     miner 8    :  13379
     miner 0    :  13379
     miner 1    :  13379
     miner 2    :  13379
     miner 3    :  13379
     miner 5    :  13379
     miner 6    :  13379
     miner 7    :  13379
     miner 4    :  13380
     miner 9    :  13380
B20:
recieved miner in round
     miner 3    :  14051
     miner 2    :  14051
     miner 4    :  14051
     miner 6    :  14051
     miner 7    :  14051
     miner 8    :  14051
     miner 9    :  14051
     miner 1    :  14052
     miner 5    :  14052
     miner 0    :  14053
B21:
recieved miner in round
     miner 6    :  14742
     miner 1    :  14742
     miner 2    :  14742
     miner 3    :  14742
     miner 4    :  14742
