B1:
recieved miner in round
     miner 9    :  590
     miner 0    :  590
     miner 1    :  590
     miner 2    :  590
     miner 3    :  590
     miner 4    :  590
     miner 7    :  590
     miner 8    :  590
     miner 5    :  591
     miner 6    :  591
B2:
recieved miner in round
     miner 0    :  1177
     miner 1    :  1177
     miner 3    :  1177
     miner 4    :  1177
     miner 5    :  1177
     miner 6    :  1177
     miner 8    :  1177
     miner 9    :  1177
     miner 2    :  1178
     miner 7    :  1178
B3:
recieved miner in round
     miner 8    :  1785
     miner 0    :  1785
     miner 1    :  1785
     miner 2    :  1785
     miner 3    :  1785
     miner 4    :  1785
     miner 7    :  1785
     miner 9    :  1785
     miner 5    :  1786
     miner 6    :  1786
B4:
recieved miner in round
     miner 8    :  2426
     miner 0    :  2426
     miner 1    :  2426
     miner 2    :  2426
     miner 4    :  2426
     miner 5    :  2426
     miner 6    :  2426
     miner 7    :  2426
     miner 9    :  2426
     miner 3    :  2427
B5:
recieved miner in round
     miner 3    :  3019
     miner 0    :  3019
     miner 1    :  3019
     miner 2    :  3019
     miner 4    :  3019
     miner 5    :  3019
     miner 6    :  3019
     miner 7    :  3019
     miner 9    :  3019
     miner 8    :  3020
B6:
recieved miner in round
     miner 8    :  3020
     miner 0    :  3020
     miner 1    :  3020
     miner 2    :  3020
     miner 4    :  3020
     miner 5    :  3020
     miner 6    :  3020
     miner 9    :  3020
     miner 3    :  3021
     miner 7    :  3021
B7:
recieved miner in round
     miner 8    :  3609
     miner 1    :  3609
     miner 2    :  3609
     miner 5    :  3609
     miner 6    :  3609
     miner 7    :  3609
     miner 9    :  3609
     miner 0    :  3610
     miner 3    :  3610
     miner 4    :  3610
B8:
recieved miner in round
     miner 9    :  4197
     miner 1    :  4197
     miner 2    :  4197
     miner 3    :  4197
     miner 5    :  4197
     miner 6    :  4197
     miner 7    :  4197
     miner 8    :  4197
     miner 0    :  4198
     miner 4    :  4198
B9:
recieved miner in round
     miner 8    :  4783
     miner 0    :  4783
     miner 1    :  4783
     miner 3    :  4783
     miner 4    :  4783
     miner 5    :  4783
     miner 6    :  4783
     miner 2    :  4784
     miner 9    :  4784
     miner 7    :  4785
B10:
recieved miner in round
     miner 6    :  5386
     miner 0    :  5386
     miner 2    :  5386
     miner 4    :  5386
     miner 5    :  5386
     miner 8    :  5386
     miner 9    :  5386
     miner 1    :  5387
     miner 3    :  5387
     miner 7    :  5387
B11:
recieved miner in round
     miner 8    :  5990
     miner 0    :  5990
     miner 1    :  5990
     miner 3    :  5990
     miner 4    :  5990
     miner 5    :  5990
     miner 6    :  5990
     miner 7    :  5990
     miner 9    :  5990
     miner 2    :  5992
B12:
recieved miner in round
     miner 5    :  6680
     miner 0    :  6680
     miner 1    :  6680
     miner 2    :  6680
     miner 3    :  6680
     miner 4    :  6680
     miner 6    :  6680
     miner 7    :  6680
     miner 8    :  6680
     miner 9    :  6681
B13:
recieved miner in round
     miner 8    :  7273
     miner 1    :  7273
     miner 2    :  7273
     miner 4    :  7273
     miner 5    :  7273
     miner 6    :  7273
     miner 7    :  7273
     miner 9    :  7273
     miner 0    :  7274
     miner 3    :  7274
B14:
recieved miner in round
     miner 8    :  7942
     miner 0    :  7942
     miner 1    :  7942
     miner 2    :  7942
     miner 3    :  7942
     miner 5    :  7942
     miner 6    :  7942
     miner 7    :  7942
     miner 9    :  7942
     miner 4    :  7943
B15:
recieved miner in round
     miner 4    :  8549
     miner 0    :  8549
     miner 1    :  8549
     miner 2    :  8549
     miner 3    :  8549
     miner 5    :  8549
     miner 6    :  8549
     miner 7    :  8549
     miner 8    :  8549
     miner 9    :  8549
B16:
recieved miner in round
     miner 9    :  9160
     miner 0    :  9160
     miner 1    :  9160
     miner 2    :  9160
     miner 3    :  9160
     miner 4    :  9160
     miner 6    :  9160
     miner 7    :  9160
     miner 8    :  9160
     miner 5    :  9161
B17:
recieved miner in round
     miner 6    :  9765
     miner 0    :  9765
     miner 2    :  9765
     miner 3    :  9765
     miner 8    :  9765
     miner 9    :  9765
     miner 1    :  9766
     miner 4    :  9766
     miner 5    :  9766
     miner 7    :  9767
B18:
recieved miner in round
     miner 9    :  10381
     miner 2    :  10381
     miner 3    :  10381
     miner 4    :  10381
     miner 5    :  10381
     miner 6    :  10381
     miner 7    :  10381
     miner 8    :  10381
     miner 0    :  10383
     miner 1    :  10383
B19:
recieved miner in round
     miner 0    :  10979
     miner 1    :  10979
     miner 2    :  10979
     miner 3    :  10979
     miner 4    :  10979
     miner 5    :  10979
     miner 6    :  10979
     miner 7    :  10979
     miner 9    :  10979
     miner 8    :  10980
B20:
recieved miner in round
     miner 4    :  11598
     miner 0    :  11598
     miner 3    :  11598
     miner 5    :  11598
     miner 6    :  11598
     miner 7    :  11598
     miner 8    :  11598
     miner 9    :  11598
     miner 1    :  11599
     miner 2    :  11599
B21:
recieved miner in round
     miner 3    :  12225
     miner 0    :  12225
     miner 1    :  12225
     miner 2    :  12225
     miner 4    :  12225
     miner 5    :  12225
     miner 6    :  12226
     miner 7    :  12226
     miner 8    :  12226
     miner 9    :  12227
B22:
recieved miner in round
     miner 4    :  12830
     miner 0    :  12830
     miner 1    :  12830
