B1:
recieved miner in round
     miner 5    :  509
     miner 0    :  509
     miner 1    :  509
     miner 2    :  509
     miner 3    :  509
     miner 4    :  509
     miner 6    :  509
     miner 7    :  509
     miner 8    :  509
     miner 9    :  509
     miner 10   :  509
     miner 13   :  509
     miner 14   :  509
     miner 15   :  509
     miner 12   :  510
     miner 11   :  511
B2:
recieved miner in round
     miner 12   :  1029
     miner 0    :  1029
     miner 1    :  1029
     miner 2    :  1029
     miner 4    :  1029
     miner 5    :  1029
     miner 6    :  1029
     miner 9    :  1029
     miner 10   :  1029
     miner 11   :  1029
     miner 13   :  1029
     miner 14   :  1029
     miner 15   :  1029
     miner 3    :  1030
     miner 7    :  1030
     miner 8    :  1030
B3:
recieved miner in round
     miner 13   :  1542
     miner 1    :  1542
     miner 2    :  1542
     miner 4    :  1542
     miner 5    :  1542
     miner 6    :  1542
     miner 8    :  1542
     miner 10   :  1542
     miner 11   :  1542
     miner 12   :  1542
     miner 14   :  1542
     miner 15   :  1542
     miner 3    :  1543
     miner 7    :  1543
     miner 9    :  1543
     miner 0    :  1544
B4:
recieved miner in round
     miner 3    :  2044
     miner 1    :  2044
     miner 2    :  2044
     miner 4    :  2044
     miner 5    :  2044
     miner 6    :  2044
     miner 7    :  2044
     miner 9    :  2044
     miner 10   :  2044
     miner 11   :  2044
     miner 12   :  2044
     miner 13   :  2044
     miner 14   :  2044
     miner 15   :  2044
     miner 0    :  2045
     miner 8    :  2045
B5:
recieved miner in round
     miner 7    :  2564
     miner 0    :  2564
     miner 1    :  2564
     miner 2    :  2564
     miner 3    :  2564
     miner 4    :  2564
     miner 5    :  2564
     miner 6    :  2564
     miner 9    :  2564
     miner 10   :  2564
     miner 11   :  2564
     miner 12   :  2564
     miner 13   :  2564
     miner 14   :  2564
     miner 15   :  2564
     miner 8    :  2565
B6:
recieved miner in round
     miner 4    :  3068
     miner 0    :  3068
     miner 1    :  3068
     miner 2    :  3068
     miner 3    :  3068
     miner 6    :  3068
     miner 7    :  3068
     miner 8    :  3068
     miner 9    :  3068
     miner 10   :  3068
     miner 11   :  3068
     miner 13   :  3068
     miner 15   :  3068
     miner 5    :  3069
     miner 12   :  3069
     miner 14   :  3069
B7:
recieved miner in round
     miner 9    :  3596
     miner 1    :  3596
     miner 2    :  3596
     miner 3    :  3596
     miner 5    :  3596
     miner 6    :  3596
     miner 7    :  3596
     miner 8    :  3596
     miner 10   :  3596
     miner 11   :  3596
     miner 12   :  3596
     miner 14   :  3596
     miner 15   :  3596
     miner 0    :  3597
     miner 4    :  3597
     miner 13   :  3597
B8:
recieved miner in round
     miner 15   :  4100
     miner 0    :  4100
     miner 1    :  4100
     miner 2    :  4100
     miner 3    :  4100
     miner 4    :  4100
     miner 5    :  4100
     miner 6    :  4100
     miner 7    :  4100
