B1:
recieved miner in round
     miner 6    :  763
     miner 0    :  763
     miner 1    :  763
     miner 2    :  763
     miner 3    :  763
     miner 4    :  763
     miner 5    :  763
     miner 7    :  763
     miner 8    :  763
     miner 9    :  763
B2:
recieved miner in round
     miner 1    :  1673
     miner 0    :  1673
     miner 2    :  1673
     miner 3    :  1673
     miner 4    :  1673
     miner 6    :  1673
     miner 7    :  1673
     miner 8    :  1673
     miner 5    :  1674
     miner 9    :  1674
B3:
recieved miner in round
     miner 3    :  2454
     miner 0    :  2454
     miner 1    :  2454
     miner 2    :  2454
     miner 4    :  2454
     miner 5    :  2454
     miner 8    :  2454
     miner 9    :  2454
     miner 6    :  2455
     miner 7    :  2455
B4:
recieved miner in round
     miner 9    :  3242
     miner 0    :  3242
     miner 1    :  3242
     miner 3    :  3242
     miner 4    :  3242
     miner 5    :  3242
     miner 6    :  3242
     miner 7    :  3242
     miner 8    :  3242
     miner 2    :  3243
B5:
recieved miner in round
     miner 6    :  4006
     miner 0    :  4006
     miner 1    :  4006
     miner 2    :  4006
     miner 3    :  4006
     miner 7    :  4006
     miner 8    :  4006
     miner 9    :  4006
     miner 4    :  4007
     miner 5    :  4007
B6:
recieved miner in round
     miner 7    :  4771
     miner 0    :  4771
     miner 1    :  4771
     miner 2    :  4771
     miner 3    :  4771
     miner 5    :  4771
     miner 6    :  4771
     miner 9    :  4771
     miner 4    :  4772
     miner 8    :  4772
B7:
recieved miner in round
     miner 7    :  5580
     miner 0    :  5580
     miner 1    :  5580
     miner 2    :  5580
     miner 4    :  5580
     miner 5    :  5580
     miner 8    :  5580
     miner 9    :  5580
     miner 3    :  5581
     miner 6    :  5581
B8:
recieved miner in round
     miner 3    :  6407
     miner 0    :  6407
     miner 1    :  6407
     miner 2    :  6407
     miner 4    :  6407
     miner 5    :  6407
     miner 6    :  6407
     miner 8    :  6407
     miner 9    :  6407
     miner 7    :  6408
B9:
recieved miner in round
     miner 0    :  7172
     miner 1    :  7172
     miner 2    :  7172
     miner 3    :  7172
     miner 5    :  7172
     miner 6    :  7172
     miner 7    :  7172
     miner 8    :  7172
     miner 9    :  7172
     miner 4    :  7173
B10:
recieved miner in round
     miner 2    :  8060
     miner 0    :  8060
     miner 1    :  8060
     miner 3    :  8060
     miner 5    :  8060
     miner 6    :  8060
     miner 7    :  8060
     miner 8    :  8060
     miner 4    :  8061
     miner 9    :  8061
B11:
recieved miner in round
     miner 6    :  8864
     miner 0    :  8864
     miner 1    :  8864
     miner 3    :  8864
     miner 4    :  8864
     miner 5    :  8864
     miner 7    :  8864
     miner 9    :  8864
     miner 2    :  8865
     miner 8    :  8865
B12:
recieved miner in round
     miner 5    :  9628
     miner 0    :  9628
     miner 1    :  9628
     miner 2    :  9628
     miner 3    :  9628
     miner 4    :  9628
