B1:
recieved miner in round
     miner 4    :  685
     miner 0    :  685
     miner 1    :  685
     miner 2    :  685
     miner 3    :  685
     miner 5    :  685
     miner 6    :  685
     miner 9    :  685
     miner 7    :  686
     miner 8    :  686
B2:
recieved miner in round
     miner 9    :  1394
     miner 0    :  1394
     miner 1    :  1394
     miner 4    :  1394
     miner 5    :  1394
     miner 7    :  1394
     miner 2    :  1395
     miner 3    :  1395
     miner 6    :  1395
     miner 8    :  1395
B3:
recieved miner in round
     miner 7    :  2199
     miner 1    :  2199
     miner 2    :  2199
     miner 4    :  2199
     miner 5    :  2199
     miner 6    :  2199
     miner 8    :  2199
     miner 9    :  2199
     miner 0    :  2200
     miner 3    :  2200
B4:
recieved miner in round
     miner 5    :  2992
     miner 0    :  2992
     miner 1    :  2992
     miner 2    :  2992
     miner 4    :  2992
     miner 6    :  2992
     miner 7    :  2992
     miner 8    :  2992
     miner 9    :  2992
     miner 3    :  2994
B5:
recieved miner in round
     miner 7    :  3661
     miner 0    :  3661
     miner 1    :  3661
     miner 2    :  3661
     miner 3    :  3661
     miner 4    :  3661
     miner 5    :  3661
     miner 6    :  3661
     miner 8    :  3661
     miner 9    :  3662
B6:
recieved miner in round
     miner 2    :  4343
     miner 0    :  4343
     miner 1    :  4343
     miner 3    :  4343
     miner 5    :  4343
     miner 7    :  4343
     miner 8    :  4343
     miner 9    :  4343
     miner 4    :  4344
     miner 6    :  4344
B7:
recieved miner in round
     miner 2    :  5031
     miner 3    :  5031
     miner 4    :  5031
     miner 5    :  5031
     miner 6    :  5031
     miner 7    :  5031
     miner 9    :  5031
     miner 0    :  5032
     miner 1    :  5032
     miner 8    :  5032
B8:
recieved miner in round
     miner 6    :  5712
     miner 0    :  5712
     miner 1    :  5712
     miner 2    :  5712
     miner 3    :  5712
     miner 5    :  5712
     miner 8    :  5712
     miner 9    :  5712
     miner 4    :  5713
     miner 7    :  5713
B9:
recieved miner in round
     miner 6    :  6412
     miner 0    :  6412
     miner 2    :  6412
     miner 4    :  6412
     miner 7    :  6412
     miner 9    :  6412
     miner 1    :  6413
     miner 3    :  6413
     miner 5    :  6413
     miner 8    :  6413
B10:
recieved miner in round
     miner 3    :  7136
     miner 2    :  7136
     miner 4    :  7136
     miner 5    :  7136
     miner 6    :  7136
     miner 7    :  7136
     miner 9    :  7136
     miner 0    :  7137
     miner 1    :  7137
     miner 8    :  7137
B11:
recieved miner in round
     miner 6    :  7818
     miner 0    :  7818
     miner 1    :  7818
     miner 2    :  7818
     miner 3    :  7818
     miner 4    :  7818
     miner 5    :  7818
     miner 8    :  7818
     miner 7    :  7819
     miner 9    :  7819
B12:
recieved miner in round
     miner 0    :  8536
     miner 1    :  8536
     miner 2    :  8536
     miner 3    :  8536
     miner 4    :  8536
     miner 6    :  8536
     miner 7    :  8536
     miner 8    :  8536
     miner 5    :  8537
     miner 9    :  8537
B13:
recieved miner in round
     miner 5    :  9263
     miner 0    :  9263
     miner 1    :  9263
     miner 2    :  9263
     miner 3    :  9263
     miner 4    :  9263
     miner 6    :  9263
     miner 7    :  9263
     miner 8    :  9263
     miner 9    :  9263
B14:
recieved miner in round
     miner 9    :  10006
     miner 0    :  10006
     miner 1    :  10006
     miner 2    :  10006
     miner 4    :  10006
     miner 5    :  10006
     miner 6    :  10006
     miner 7    :  10006
     miner 8    :  10006
     miner 3    :  10007
B15:
recieved miner in round
     miner 1    :  10707
     miner 0    :  10707
     miner 2    :  10707
     miner 4    :  10707
     miner 5    :  10707
     miner 6    :  10707
     miner 7    :  10707
     miner 8    :  10707
     miner 3    :  10708
     miner 9    :  10708
B16:
recieved miner in round
     miner 8    :  11386
     miner 0    :  11386
     miner 1    :  11386
     miner 2    :  11386
     miner 3    :  11386
     miner 4    :  11386
     miner 5    :  11386
     miner 6    :  11386
     miner 7    :  11386
     miner 9    :  11387
B17:
recieved miner in round
     miner 1    :  12062
     miner 0    :  12062
     miner 2    :  12062
     miner 3    :  12062
     miner 4    :  12062
     miner 5    :  12062
     miner 6    :  12062
     miner 7    :  12062
     miner 8    :  12062
     miner 9    :  12062
B18:
recieved miner in round
     miner 4    :  12765
     miner 0    :  12765
     miner 1    :  12765
     miner 2    :  12765
     miner 3    :  12765
     miner 5    :  12765
     miner 6    :  12765
     miner 7    :  12765
     miner 9    :  12765
     miner 8    :  12766
B19:
recieved miner in round
     miner 6    :  13529
     miner 0    :  13529
     miner 2    :  13529
     miner 3    :  13529
     miner 4    :  13529
     miner 5    :  13529
     miner 7    :  13529
     miner 1    :  13530
     miner 8    :  13530
     miner 9    :  13530
B20:
recieved miner in round
     miner 4    :  14215
     miner 1    :  14215
     miner 2    :  14215
     miner 3    :  14215
     miner 5    :  14215
     miner 6    :  14215
     miner 8    :  14215
     miner 9    :  14216
     miner 0    :  14217
     miner 7    :  14217
B21:
recieved miner in round
     miner 7    :  14887
     miner 0    :  14887
     miner 1    :  14887
     miner 2    :  14887
     miner 3    :  14887
     miner 5    :  14887
     miner 6    :  14887
     miner 8    :  14887
     miner 9    :  14887
     miner 4    :  14888
B22:
recieved miner in round
     miner 5    :  15573
     miner 1    :  15573
     miner 2    :  15573
     miner 3    :  15573
     miner 4    :  15573
     miner 7    :  15573
     miner 8    :  15573
     miner 9    :  15573
     miner 0    :  15574
     miner 6    :  15574
B23:
recieved miner in round
     miner 1    :  16254
     miner 0    :  16254
     miner 2    :  16254
     miner 3    :  16254
     miner 4    :  16254
     miner 5    :  16254
     miner 6    :  16254
     miner 7    :  16254
     miner 9    :  16254
     miner 8    :  16255
B24:
recieved miner in round
     miner 0    :  16995
     miner 1    :  16995
     miner 2    :  16995
     miner 3    :  16995
     miner 4    :  16995
     miner 5    :  16995
     miner 7    :  16995
     miner 8    :  16995
     miner 9    :  16995
     miner 6    :  16996
B25:
recieved miner in round
     miner 0    :  17669
     miner 1    :  17669
     miner 2    :  17669
     miner 3    :  17669
     miner 4    :  17669
     miner 5    :  17669
     miner 6    :  17669
     miner 7    :  17669
     miner 8    :  17669
     miner 9    :  17669
B26:
recieved miner in round
     miner 2    :  18554
     miner 0    :  18554
     miner 1    :  18554
     miner 3    :  18554
     miner 4    :  18554
     miner 5    :  18554
     miner 6    :  18554
     miner 8    :  18554
     miner 9    :  18554
     miner 7    :  18556
B27:
recieved miner in round
     miner 9    :  19222
     miner 1    :  19222
     miner 2    :  19222
     miner 3    :  19222
     miner 4    :  19222
     miner 5    :  19222
     miner 7    :  19222
     miner 8    :  19222
     miner 0    :  19223
     miner 6    :  19223
B28:
recieved miner in round
     miner 3    :  19896
     miner 0    :  19896
     miner 1    :  19896
     miner 4    :  19896
     miner 8    :  19896
     miner 2    :  19897
     miner 5    :  19897
     miner 6    :  19897
     miner 7    :  19897
     miner 9    :  19897
B29:
recieved miner in round
     miner 6    :  20570
     miner 0    :  20570
     miner 1    :  20570
     miner 2    :  20570
     miner 3    :  20570
     miner 4    :  20570
     miner 5    :  20570
     miner 7    :  20570
     miner 9    :  20570
     miner 8    :  20571
B30:
recieved miner in round
     miner 2    :  21260
     miner 0    :  21260
     miner 1    :  21260
     miner 3    :  21260
     miner 4    :  21260
     miner 6    :  21260
     miner 7    :  21260
     miner 8    :  21260
     miner 9    :  21260
     miner 5    :  21261
B31:
recieved miner in round
     miner 5    :  21996
     miner 0    :  21996
     miner 1    :  21996
     miner 3    :  21996
     miner 4    :  21996
     miner 6    :  21996
     miner 7    :  21996
     miner 8    :  21996
     miner 9    :  21997
     miner 2    :  21998
B32:
recieved miner in round
     miner 6    :  22665
     miner 0    :  22665
     miner 1    :  22665
     miner 3    :  22665
     miner 4    :  22665
     miner 5    :  22665
     miner 7    :  22665
     miner 8    :  22665
     miner 9    :  22665
     miner 2    :  22666
B33:
recieved miner in round
     miner 7    :  23393
     miner 0    :  23393
     miner 1    :  23393
     miner 3    :  23393
     miner 4    :  23393
     miner 5    :  23393
     miner 6    :  23393
     miner 8    :  23393
     miner 2    :  23394
     miner 9    :  23394
B34:
recieved miner in round
     miner 8    :  24087
     miner 0    :  24087
     miner 1    :  24087
     miner 2    :  24087
     miner 3    :  24087
     miner 5    :  24087
     miner 7    :  24087
     miner 9    :  24087
     miner 4    :  24088
     miner 6    :  24088
B35:
recieved miner in round
     miner 3    :  24891
     miner 0    :  24891
     miner 1    :  24891
     miner 5    :  24891
     miner 7    :  24891
     miner 8    :  24891
     miner 9    :  24891
     miner 2    :  24892
     miner 4    :  24892
     miner 6    :  24892
B36:
recieved miner in round
     miner 2    :  25672
     miner 1    :  25672
     miner 3    :  25672
     miner 4    :  25672
     miner 6    :  25672
     miner 8    :  25672
     miner 9    :  25672
     miner 0    :  25673
     miner 5    :  25673
     miner 7    :  25673
B37:
recieved miner in round
     miner 6    :  26356
     miner 1    :  26356
     miner 2    :  26356
     miner 3    :  26356
     miner 4    :  26356
     miner 5    :  26356
     miner 7    :  26356
     miner 8    :  26356
     miner 9    :  26356
     miner 0    :  26357
B38:
recieved miner in round
     miner 1    :  27026
     miner 0    :  27026
     miner 2    :  27026
     miner 3    :  27026
     miner 4    :  27026
     miner 5    :  27026
     miner 6    :  27026
     miner 7    :  27026
     miner 8    :  27026
     miner 9    :  27026
B39:
recieved miner in round
     miner 8    :  27708
     miner 0    :  27708
     miner 1    :  27708
     miner 2    :  27708
     miner 3    :  27708
     miner 4    :  27708
     miner 6    :  27708
     miner 7    :  27708
     miner 5    :  27709
     miner 9    :  27709
B40:
recieved miner in round
     miner 3    :  28416
     miner 0    :  28416
     miner 2    :  28416
     miner 4    :  28416
     miner 6    :  28416
     miner 8    :  28416
     miner 9    :  28416
     miner 1    :  28417
     miner 5    :  28417
     miner 7    :  28417
B41:
recieved miner in round
     miner 4    :  29182
     miner 0    :  29182
     miner 1    :  29182
     miner 2    :  29182
     miner 3    :  29182
     miner 5    :  29182
     miner 6    :  29182
     miner 8    :  29182
     miner 9    :  29182
     miner 7    :  29183
B42:
recieved miner in round
     miner 7    :  29884
     miner 0    :  29884
     miner 1    :  29884
     miner 2    :  29884
     miner 3    :  29884
     miner 6    :  29884
     miner 9    :  29884
     miner 4    :  29885
     miner 5    :  29885
     miner 8    :  29885
B43:
recieved miner in round
     miner 1    :  30566
     miner 0    :  30566
     miner 2    :  30566
     miner 3    :  30566
     miner 4    :  30566
     miner 5    :  30566
     miner 7    :  30566
     miner 8    :  30566
     miner 9    :  30566
     miner 6    :  30567
B44:
recieved miner in round
     miner 6    :  31243
     miner 0    :  31243
     miner 1    :  31243
     miner 2    :  31243
     miner 4    :  31243
     miner 5    :  31243
     miner 7    :  31243
     miner 8    :  31243
     miner 9    :  31243
     miner 3    :  31244
B45:
recieved miner in round
     miner 2    :  31913
     miner 1    :  31913
     miner 3    :  31913
     miner 4    :  31913
     miner 5    :  31913
     miner 6    :  31913
     miner 8    :  31913
     miner 9    :  31913
     miner 7    :  31914
     miner 0    :  31915
B46:
recieved miner in round
     miner 4    :  32598
     miner 1    :  32598
     miner 2    :  32598
     miner 3    :  32598
     miner 5    :  32598
     miner 6    :  32598
     miner 7    :  32598
     miner 8    :  32598
     miner 9    :  32598
     miner 0    :  32599
B47:
recieved miner in round
     miner 3    :  33279
     miner 0    :  33279
     miner 1    :  33279
     miner 2    :  33279
     miner 4    :  33279
     miner 5    :  33279
     miner 6    :  33279
     miner 7    :  33279
     miner 8    :  33279
     miner 9    :  33279
B48:
recieved miner in round
     miner 2    :  33985
     miner 0    :  33985
     miner 1    :  33985
     miner 3    :  33985
     miner 5    :  33985
     miner 7    :  33985
     miner 8    :  33985
     miner 9    :  33985
     miner 4    :  33986
     miner 6    :  33987
B49:
recieved miner in round
     miner 7    :  34659
     miner 0    :  34659
     miner 1    :  34659
     miner 2    :  34659
     miner 3    :  34659
     miner 4    :  34659
     miner 5    :  34659
     miner 6    :  34659
     miner 8    :  34659
     miner 9    :  34659
B50:
recieved miner in round
     miner 6    :  35332
     miner 0    :  35332
     miner 1    :  35332
     miner 2    :  35332
     miner 3    :  35332
     miner 4    :  35332
     miner 7    :  35332
     miner 8    :  35332
     miner 9    :  35332
     miner 5    :  35333
B51:
recieved miner in round
     miner 3    :  36061
     miner 1    :  36061
     miner 2    :  36061
     miner 4    :  36061
     miner 5    :  36061
     miner 6    :  36061
     miner 7    :  36061
     miner 8    :  36061
     miner 9    :  36061
     miner 0    :  36062
B52:
recieved miner in round
     miner 4    :  36729
     miner 0    :  36729
     miner 1    :  36729
     miner 2    :  36729
