B1:
recieved miner in round
     miner 7    :  173
     miner 0    :  173
     miner 2    :  173
     miner 3    :  173
     miner 4    :  173
     miner 5    :  173
     miner 6    :  173
     miner 11   :  173
     miner 12   :  173
     miner 13   :  173
     miner 14   :  173
     miner 15   :  173
     miner 1    :  174
     miner 8    :  174
     miner 9    :  174
     miner 10   :  174
B2:
recieved miner in round
     miner 15   :  339
     miner 0    :  339
     miner 1    :  339
     miner 2    :  339
     miner 3    :  339
     miner 4    :  339
     miner 5    :  339
     miner 6    :  339
     miner 8    :  339
     miner 10   :  339
     miner 11   :  339
     miner 12   :  339
     miner 13   :  339
     miner 14   :  339
     miner 7    :  340
     miner 9    :  340
B3:
recieved miner in round
     miner 0    :  508
     miner 1    :  508
     miner 2    :  508
     miner 3    :  508
     miner 4    :  508
     miner 6    :  508
     miner 7    :  508
     miner 8    :  508
     miner 9    :  508
     miner 11   :  508
     miner 13   :  508
     miner 15   :  508
     miner 5    :  509
     miner 10   :  509
     miner 12   :  509
     miner 14   :  509
B4:
recieved miner in round
     miner 7    :  683
     miner 0    :  683
     miner 1    :  683
     miner 2    :  683
     miner 3    :  683
     miner 4    :  683
     miner 8    :  683
     miner 9    :  683
     miner 10   :  683
     miner 11   :  683
     miner 12   :  683
     miner 14   :  683
     miner 5    :  684
     miner 6    :  684
     miner 13   :  684
     miner 15   :  684
B5:
recieved miner in round
     miner 15   :  872
     miner 0    :  872
     miner 1    :  872
     miner 2    :  872
     miner 4    :  872
     miner 5    :  872
     miner 6    :  872
     miner 7    :  872
     miner 8    :  872
     miner 9    :  872
     miner 10   :  872
     miner 11   :  872
     miner 12   :  872
     miner 3    :  873
     miner 13   :  873
     miner 14   :  874
B6:
recieved miner in round
     miner 1    :  1040
     miner 0    :  1040
     miner 2    :  1040
     miner 6    :  1040
     miner 7    :  1040
     miner 9    :  1040
     miner 10   :  1040
     miner 11   :  1040
     miner 12   :  1040
     miner 13   :  1040
     miner 15   :  1040
     miner 3    :  1041
     miner 4    :  1041
     miner 5    :  1041
     miner 8    :  1041
     miner 14   :  1041
B7:
recieved miner in round
     miner 11   :  1217
     miner 0    :  1217
     miner 1    :  1217
     miner 2    :  1217
     miner 3    :  1217
     miner 4    :  1217
     miner 5    :  1217
     miner 6    :  1217
     miner 7    :  1217
     miner 8    :  1217
     miner 10   :  1217
     miner 12   :  1217
     miner 13   :  1217
     miner 14   :  1217
     miner 15   :  1217
     miner 9    :  1219
B8:
recieved miner in round
     miner 3    :  1392
     miner 0    :  1392
     miner 1    :  1392
     miner 2    :  1392
     miner 4    :  1392
     miner 5    :  1392
     miner 6    :  1392
     miner 7    :  1392
     miner 9    :  1392
     miner 10   :  1392
     miner 11   :  1392
     miner 13   :  1392
     miner 15   :  1392
     miner 8    :  1393
     miner 12   :  1393
     miner 14   :  1393
B9:
recieved miner in round
     miner 5    :  1560
     miner 0    :  1560
     miner 1    :  1560
     miner 2    :  1560
     miner 3    :  1560
     miner 4    :  1560
     miner 6    :  1560
     miner 7    :  1560
     miner 8    :  1560
     miner 10   :  1560
     miner 11   :  1560
     miner 12   :  1560
     miner 13   :  1560
     miner 14   :  1560
     miner 15   :  1560
     miner 9    :  1561
B10:
recieved miner in round
     miner 12   :  1730
     miner 0    :  1730
     miner 1    :  1730
     miner 2    :  1730
     miner 3    :  1730
     miner 4    :  1730
     miner 5    :  1730
     miner 6    :  1730
     miner 7    :  1730
     miner 8    :  1730
     miner 10   :  1730
     miner 11   :  1730
     miner 15   :  1730
     miner 9    :  1731
     miner 14   :  1731
     miner 13   :  1732
B11:
recieved miner in round
     miner 5    :  1901
     miner 0    :  1901
     miner 1    :  1901
     miner 2    :  1901
     miner 3    :  1901
     miner 4    :  1901
     miner 6    :  1901
     miner 7    :  1901
     miner 8    :  1901
     miner 9    :  1901
     miner 10   :  1901
     miner 11   :  1901
     miner 13   :  1901
     miner 15   :  1901
     miner 12   :  1902
     miner 14   :  1902
B12:
recieved miner in round
     miner 3    :  2073
     miner 0    :  2073
     miner 1    :  2073
     miner 2    :  2073
     miner 4    :  2073
     miner 7    :  2073
     miner 8    :  2073
     miner 9    :  2073
     miner 10   :  2073
     miner 13   :  2073
     miner 11   :  2074
     miner 12   :  2074
     miner 14   :  2074
     miner 15   :  2074
     miner 5    :  2075
     miner 6    :  2075
B13:
recieved miner in round
     miner 6    :  2242
     miner 0    :  2242
     miner 1    :  2242
     miner 2    :  2242
     miner 3    :  2242
     miner 4    :  2242
     miner 5    :  2242
     miner 7    :  2242
     miner 9    :  2242
     miner 11   :  2242
     miner 13   :  2242
     miner 14   :  2242
     miner 15   :  2242
     miner 8    :  2243
     miner 10   :  2243
     miner 12   :  2244
B14:
recieved miner in round
     miner 5    :  2425
     miner 0    :  2425
     miner 3    :  2425
     miner 4    :  2425
     miner 6    :  2425
     miner 7    :  2425
     miner 8    :  2425
     miner 9    :  2425
     miner 11   :  2425
     miner 12   :  2425
     miner 15   :  2425
     miner 1    :  2426
     miner 2    :  2426
     miner 10   :  2426
     miner 13   :  2426
     miner 14   :  2427
B15:
recieved miner in round
     miner 0    :  2597
     miner 1    :  2597
     miner 3    :  2597
     miner 4    :  2597
     miner 5    :  2597
     miner 6    :  2597
     miner 7    :  2597
     miner 8    :  2597
     miner 9    :  2597
     miner 10   :  2597
     miner 11   :  2597
     miner 12   :  2597
     miner 15   :  2597
     miner 2    :  2598
     miner 13   :  2598
     miner 14   :  2598
B16:
recieved miner in round
     miner 3    :  2777
     miner 0    :  2777
     miner 2    :  2777
     miner 4    :  2777
     miner 5    :  2777
     miner 7    :  2777
     miner 8    :  2777
     miner 9    :  2777
     miner 10   :  2777
     miner 11   :  2777
     miner 13   :  2777
     miner 15   :  2777
     miner 1    :  2778
     miner 6    :  2778
     miner 12   :  2778
     miner 14   :  2778
B17:
recieved miner in round
     miner 7    :  2944
     miner 0    :  2944
     miner 3    :  2944
     miner 4    :  2944
     miner 6    :  2944
     miner 8    :  2944
     miner 9    :  2944
     miner 10   :  2944
     miner 11   :  2944
     miner 13   :  2944
     miner 15   :  2944
     miner 1    :  2945
     miner 2    :  2945
     miner 5    :  2945
     miner 12   :  2945
     miner 14   :  2945
B18:
recieved miner in round
     miner 8    :  3118
     miner 0    :  3118
     miner 1    :  3118
     miner 2    :  3118
     miner 3    :  3118
     miner 4    :  3118
     miner 5    :  3118
     miner 6    :  3118
     miner 9    :  3118
     miner 11   :  3118
     miner 12   :  3118
     miner 13   :  3118
     miner 15   :  3118
     miner 7    :  3119
     miner 10   :  3119
     miner 14   :  3120
B19:
recieved miner in round
     miner 1    :  3284
     miner 0    :  3284
     miner 2    :  3284
     miner 3    :  3284
     miner 4    :  3284
     miner 5    :  3284
     miner 7    :  3284
     miner 8    :  3284
     miner 10   :  3284
     miner 11   :  3284
     miner 12   :  3284
     miner 13   :  3284
     miner 14   :  3284
     miner 15   :  3284
     miner 6    :  3285
     miner 9    :  3285
B20:
recieved miner in round
     miner 10   :  3455
     miner 0    :  3455
     miner 3    :  3455
     miner 4    :  3455
     miner 5    :  3455
     miner 6    :  3455
     miner 7    :  3455
     miner 8    :  3455
     miner 9    :  3455
     miner 12   :  3455
     miner 14   :  3455
     miner 15   :  3455
     miner 1    :  3456
     miner 2    :  3456
     miner 11   :  3456
     miner 13   :  3456
B21:
recieved miner in round
     miner 14   :  3623
     miner 2    :  3623
     miner 5    :  3623
     miner 6    :  3623
     miner 7    :  3623
     miner 8    :  3623
     miner 9    :  3623
     miner 10   :  3623
     miner 11   :  3623
     miner 15   :  3623
     miner 0    :  3624
     miner 1    :  3624
     miner 3    :  3624
     miner 4    :  3624
     miner 12   :  3624
     miner 13   :  3624
B22:
recieved miner in round
     miner 9    :  3800
     miner 0    :  3800
     miner 1    :  3800
     miner 2    :  3800
     miner 3    :  3800
     miner 5    :  3800
     miner 6    :  3800
     miner 7    :  3800
     miner 8    :  3800
     miner 10   :  3800
     miner 11   :  3800
     miner 12   :  3800
     miner 13   :  3800
     miner 15   :  3800
     miner 4    :  3801
     miner 14   :  3801
B23:
recieved miner in round
     miner 13   :  3971
     miner 0    :  3971
