B1:
recieved miner in round
     miner 9    :  167
     miner 2    :  167
     miner 3    :  167
     miner 4    :  167
     miner 6    :  167
     miner 7    :  167
     miner 8    :  167
     miner 0    :  168
     miner 1    :  168
     miner 5    :  168
B2:
recieved miner in round
     miner 0    :  335
     miner 1    :  335
     miner 2    :  335
     miner 3    :  335
     miner 4    :  335
     miner 5    :  335
     miner 7    :  335
     miner 8    :  335
     miner 9    :  335
     miner 6    :  336
B3:
recieved miner in round
     miner 8    :  503
     miner 2    :  503
     miner 3    :  503
     miner 4    :  503
     miner 5    :  503
     miner 6    :  503
     miner 7    :  503
     miner 9    :  503
     miner 0    :  504
     miner 1    :  504
B4:
recieved miner in round
     miner 9    :  679
     miner 2    :  679
     miner 3    :  679
     miner 4    :  679
     miner 6    :  679
     miner 7    :  679
     miner 8    :  679
     miner 0    :  680
     miner 1    :  680
     miner 5    :  680
B5:
recieved miner in round
     miner 0    :  851
     miner 1    :  851
     miner 5    :  851
     miner 7    :  851
     miner 8    :  851
     miner 2    :  852
     miner 3    :  852
     miner 6    :  852
     miner 9    :  852
     miner 4    :  853
B6:
recieved miner in round
     miner 2    :  1053
     miner 0    :  1053
     miner 1    :  1053
     miner 3    :  1053
     miner 4    :  1053
     miner 6    :  1053
     miner 7    :  1053
     miner 8    :  1053
     miner 9    :  1053
     miner 5    :  1054
B7:
recieved miner in round
     miner 1    :  1247
     miner 0    :  1247
     miner 2    :  1247
     miner 4    :  1247
     miner 5    :  1247
     miner 6    :  1247
     miner 7    :  1247
     miner 8    :  1247
     miner 9    :  1247
     miner 3    :  1248
B8:
recieved miner in round
     miner 7    :  1416
     miner 0    :  1416
     miner 1    :  1416
     miner 2    :  1416
     miner 3    :  1416
     miner 4    :  1416
     miner 5    :  1416
     miner 6    :  1416
     miner 8    :  1416
     miner 9    :  1416
B9:
recieved miner in round
     miner 3    :  1596
     miner 1    :  1596
     miner 2    :  1596
     miner 4    :  1596
     miner 5    :  1596
     miner 9    :  1596
     miner 0    :  1597
     miner 6    :  1597
     miner 7    :  1597
     miner 8    :  1597
B10:
recieved miner in round
     miner 2    :  1766
     miner 0    :  1766
     miner 1    :  1766
     miner 3    :  1766
     miner 4    :  1766
     miner 5    :  1766
     miner 6    :  1766
     miner 7    :  1766
     miner 8    :  1766
     miner 9    :  1766
B11:
recieved miner in round
     miner 5    :  1937
     miner 0    :  1937
     miner 1    :  1937
     miner 4    :  1937
     miner 6    :  1937
     miner 8    :  1937
     miner 9    :  1937
     miner 2    :  1938
     miner 3    :  1938
     miner 7    :  1938
B12:
recieved miner in round
     miner 0    :  2123
     miner 1    :  2123
     miner 2    :  2123
     miner 3    :  2123
     miner 5    :  2123
     miner 6    :  2123
     miner 7    :  2123
     miner 8    :  2123
     miner 9    :  2123
     miner 4    :  2124
B13:
recieved miner in round
     miner 3    :  2291
     miner 0    :  2291
     miner 1    :  2291
     miner 2    :  2291
     miner 4    :  2291
     miner 5    :  2291
     miner 6    :  2291
     miner 7    :  2291
     miner 8    :  2291
     miner 9    :  2291
B14:
recieved miner in round
     miner 9    :  2472
     miner 0    :  2472
     miner 1    :  2472
     miner 3    :  2472
     miner 4    :  2472
     miner 5    :  2472
     miner 6    :  2472
     miner 7    :  2472
     miner 8    :  2472
     miner 2    :  2473
B15:
recieved miner in round
     miner 3    :  2644
     miner 0    :  2644
     miner 1    :  2644
     miner 2    :  2644
     miner 5    :  2644
     miner 6    :  2644
     miner 8    :  2644
     miner 9    :  2644
     miner 4    :  2645
     miner 7    :  2645
B16:
recieved miner in round
     miner 7    :  2812
     miner 0    :  2812
     miner 1    :  2812
     miner 3    :  2812
     miner 4    :  2812
     miner 5    :  2812
     miner 6    :  2812
     miner 8    :  2812
     miner 9    :  2812
     miner 2    :  2813
B17:
recieved miner in round
     miner 2    :  3030
     miner 0    :  3030
     miner 1    :  3030
     miner 3    :  3030
     miner 5    :  3030
     miner 8    :  3030
     miner 9    :  3030
     miner 4    :  3031
     miner 7    :  3031
     miner 6    :  3032
B18:
recieved miner in round
     miner 2    :  3212
     miner 3    :  3212
     miner 4    :  3212
     miner 5    :  3212
     miner 6    :  3212
     miner 7    :  3212
     miner 8    :  3212
     miner 9    :  3212
     miner 0    :  3213
     miner 1    :  3213
B19:
recieved miner in round
     miner 6    :  3379
     miner 0    :  3379
     miner 1    :  3379
     miner 2    :  3379
     miner 3    :  3379
     miner 4    :  3379
     miner 5    :  3379
     miner 7    :  3379
     miner 8    :  3379
     miner 9    :  3379
B20:
recieved miner in round
     miner 5    :  3553
     miner 0    :  3553
     miner 1    :  3553
     miner 2    :  3553
     miner 4    :  3553
     miner 7    :  3553
     miner 8    :  3553
     miner 9    :  3553
     miner 3    :  3554
     miner 6    :  3554
B21:
recieved miner in round
     miner 2    :  3754
     miner 0    :  3754
     miner 3    :  3754
     miner 4    :  3754
     miner 5    :  3754
     miner 8    :  3754
     miner 9    :  3754
     miner 1    :  3755
     miner 6    :  3755
     miner 7    :  3756
B22:
recieved miner in round
     miner 4    :  3930
     miner 0    :  3930
     miner 1    :  3930
     miner 2    :  3930
     miner 7    :  3930
     miner 8    :  3930
     miner 9    :  3930
     miner 3    :  3931
     miner 5    :  3931
     miner 6    :  3931
B23:
recieved miner in round
     miner 2    :  4096
     miner 0    :  4096
     miner 1    :  4096
     miner 3    :  4096
     miner 4    :  4096
     miner 5    :  4096
     miner 7    :  4096
     miner 8    :  4096
     miner 9    :  4096
     miner 6    :  4097
B24:
recieved miner in round
     miner 5    :  4262
     miner 1    :  4262
     miner 2    :  4262
     miner 3    :  4262
     miner 4    :  4262
     miner 6    :  4262
     miner 7    :  4262
     miner 9    :  4262
     miner 0    :  4263
     miner 8    :  4263
B25:
recieved miner in round
     miner 6    :  4441
     miner 0    :  4441
     miner 1    :  4441
     miner 2    :  4441
     miner 3    :  4441
     miner 4    :  4441
     miner 5    :  4441
     miner 8    :  4441
     miner 9    :  4441
     miner 7    :  4442
B26:
recieved miner in round
     miner 2    :  4610
     miner 1    :  4610
     miner 3    :  4610
     miner 5    :  4610
     miner 6    :  4610
     miner 7    :  4610
     miner 8    :  4610
     miner 9    :  4610
     miner 4    :  4611
     miner 0    :  4612
B27:
recieved miner in round
     miner 5    :  4784
     miner 0    :  4784
     miner 1    :  4784
     miner 2    :  4784
     miner 4    :  4784
     miner 6    :  4784
     miner 7    :  4784
     miner 8    :  4784
     miner 9    :  4784
     miner 3    :  4785
B28:
recieved miner in round
     miner 0    :  4976
     miner 2    :  4976
     miner 3    :  4976
     miner 8    :  4976
     miner 9    :  4976
     miner 1    :  4977
     miner 4    :  4977
     miner 5    :  4977
     miner 6    :  4977
     miner 7    :  4977
B29:
recieved miner in round
     miner 5    :  5148
     miner 0    :  5148
     miner 1    :  5148
     miner 2    :  5148
     miner 3    :  5148
     miner 6    :  5148
     miner 8    :  5148
     miner 9    :  5148
     miner 4    :  5149
     miner 7    :  5149
B30:
recieved miner in round
     miner 7    :  5320
     miner 1    :  5320
     miner 2    :  5320
     miner 3    :  5320
     miner 4    :  5320
     miner 5    :  5320
     miner 6    :  5320
     miner 8    :  5320
     miner 9    :  5320
     miner 0    :  5322
B31:
recieved miner in round
     miner 6    :  5487
     miner 0    :  5487
     miner 1    :  5487
     miner 2    :  5487
     miner 4    :  5487
     miner 5    :  5487
     miner 7    :  5487
     miner 8    :  5487
     miner 9    :  5487
     miner 3    :  5488
B32:
recieved miner in round
     miner 9    :  5656
     miner 0    :  5656
     miner 1    :  5656
     miner 2    :  5656
     miner 3    :  5656
     miner 4    :  5656
     miner 5    :  5656
     miner 7    :  5656
     miner 8    :  5656
     miner 6    :  5657
B33:
recieved miner in round
     miner 4    :  5826
     miner 0    :  5826
     miner 1    :  5826
     miner 2    :  5826
     miner 3    :  5826
     miner 5    :  5826
     miner 6    :  5826
     miner 7    :  5826
     miner 8    :  5826
     miner 9    :  5826
B34:
recieved miner in round
     miner 0    :  6004
     miner 1    :  6004
     miner 2    :  6004
     miner 3    :  6004
     miner 7    :  6004
     miner 4    :  6005
     miner 5    :  6005
     miner 6    :  6005
     miner 8    :  6005
     miner 9    :  6005
B35:
recieved miner in round
     miner 7    :  6181
     miner 0    :  6181
     miner 1    :  6181
     miner 3    :  6181
     miner 4    :  6181
     miner 5    :  6181
     miner 6    :  6181
     miner 9    :  6181
     miner 2    :  6182
     miner 8    :  6182
B36:
recieved miner in round
     miner 6    :  6347
     miner 0    :  6347
     miner 1    :  6347
     miner 2    :  6347
     miner 3    :  6347
     miner 4    :  6347
     miner 5    :  6347
     miner 7    :  6347
     miner 8    :  6347
     miner 9    :  6347
B37:
recieved miner in round
     miner 8    :  6515
     miner 1    :  6515
     miner 3    :  6515
     miner 4    :  6515
     miner 5    :  6515
     miner 6    :  6515
     miner 7    :  6515
     miner 0    :  6516
     miner 2    :  6516
     miner 9    :  6516
B38:
recieved miner in round
     miner 6    :  6686
     miner 1    :  6686
     miner 3    :  6686
     miner 4    :  6686
     miner 5    :  6686
     miner 7    :  6686
     miner 8    :  6686
     miner 9    :  6686
     miner 0    :  6687
     miner 2    :  6687
B39:
recieved miner in round
     miner 0    :  6859
     miner 1    :  6859
     miner 2    :  6859
     miner 3    :  6859
     miner 4    :  6859
     miner 5    :  6859
     miner 6    :  6859
     miner 7    :  6859
     miner 8    :  6859
     miner 9    :  6859
B40:
recieved miner in round
     miner 7    :  7027
     miner 0    :  7027
     miner 1    :  7027
     miner 2    :  7027
     miner 3    :  7027
     miner 4    :  7027
     miner 5    :  7027
     miner 6    :  7027
     miner 8    :  7027
     miner 9    :  7027
B41:
recieved miner in round
     miner 3    :  7201
     miner 0    :  7201
     miner 1    :  7201
     miner 2    :  7201
     miner 4    :  7201
     miner 5    :  7201
     miner 7    :  7201
     miner 8    :  7201
     miner 9    :  7201
     miner 6    :  7202
B42:
recieved miner in round
     miner 6    :  7382
     miner 1    :  7382
     miner 2    :  7382
     miner 3    :  7382
     miner 4    :  7382
     miner 5    :  7382
     miner 7    :  7382
     miner 9    :  7382
     miner 0    :  7383
     miner 8    :  7383
B43:
recieved miner in round
     miner 7    :  7555
     miner 1    :  7555
     miner 2    :  7555
     miner 3    :  7555
     miner 4    :  7555
     miner 5    :  7555
     miner 6    :  7555
     miner 0    :  7556
     miner 8    :  7556
     miner 9    :  7556
B44:
recieved miner in round
     miner 1    :  7742
     miner 0    :  7742
     miner 2    :  7742
     miner 3    :  7742
     miner 7    :  7742
     miner 8    :  7742
     miner 9    :  7742
     miner 4    :  7743
     miner 5    :  7743
     miner 6    :  7744
B45:
recieved miner in round
