B1:
recieved miner in round
     miner 13   :  417
     miner 0    :  417
     miner 2    :  417
     miner 3    :  417
     miner 4    :  417
     miner 5    :  417
     miner 6    :  417
     miner 7    :  417
     miner 8    :  417
     miner 9    :  417
     miner 10   :  417
     miner 11   :  417
     miner 12   :  417
     miner 15   :  417
     miner 1    :  418
     miner 14   :  418
B2:
recieved miner in round
     miner 9    :  844
     miner 1    :  844
     miner 2    :  844
     miner 3    :  844
     miner 5    :  844
     miner 7    :  844
     miner 8    :  844
     miner 10   :  844
     miner 11   :  844
     miner 13   :  844
     miner 14   :  844
     miner 15   :  844
     miner 0    :  845
     miner 4    :  845
     miner 6    :  845
     miner 12   :  845
B3:
recieved miner in round
     miner 1    :  1317
     miner 0    :  1317
     miner 3    :  1317
     miner 4    :  1317
     miner 5    :  1317
     miner 6    :  1317
     miner 7    :  1317
     miner 8    :  1317
     miner 9    :  1317
     miner 11   :  1317
     miner 13   :  1317
     miner 14   :  1317
     miner 15   :  1317
     miner 2    :  1318
     miner 10   :  1318
     miner 12   :  1318
B4:
recieved miner in round
     miner 2    :  1741
     miner 0    :  1741
     miner 3    :  1741
     miner 4    :  1741
     miner 5    :  1741
     miner 6    :  1741
     miner 7    :  1741
     miner 9    :  1741
     miner 10   :  1741
     miner 11   :  1741
     miner 12   :  1741
     miner 13   :  1741
     miner 14   :  1741
     miner 15   :  1741
     miner 1    :  1742
     miner 8    :  1742
B5:
recieved miner in round
     miner 4    :  2164
     miner 0    :  2164
     miner 1    :  2164
     miner 2    :  2164
     miner 3    :  2164
     miner 5    :  2164
     miner 8    :  2164
     miner 11   :  2164
     miner 12   :  2164
     miner 13   :  2164
     miner 14   :  2164
     miner 6    :  2165
     miner 7    :  2165
     miner 9    :  2165
     miner 15   :  2165
     miner 10   :  2166
B6:
recieved miner in round
     miner 4    :  2601
     miner 2    :  2601
     miner 3    :  2601
     miner 5    :  2601
     miner 6    :  2601
     miner 7    :  2601
     miner 8    :  2601
     miner 9    :  2601
     miner 10   :  2601
     miner 12   :  2601
     miner 14   :  2601
