B1:
recieved miner in round
     miner 6    :  386
     miner 0    :  386
     miner 1    :  386
     miner 2    :  386
     miner 3    :  386
     miner 4    :  386
     miner 5    :  386
     miner 7    :  386
     miner 8    :  386
     miner 9    :  386
B2:
recieved miner in round
     miner 5    :  727
     miner 0    :  727
     miner 1    :  727
     miner 3    :  727
     miner 4    :  727
     miner 7    :  727
     miner 8    :  727
     miner 9    :  727
     miner 2    :  728
     miner 6    :  728
B3:
recieved miner in round
     miner 5    :  1061
     miner 0    :  1061
     miner 1    :  1061
     miner 2    :  1061
     miner 3    :  1061
     miner 4    :  1061
     miner 6    :  1061
     miner 7    :  1061
     miner 8    :  1061
     miner 9    :  1061
B4:
recieved miner in round
     miner 1    :  1398
     miner 3    :  1398
     miner 4    :  1398
     miner 5    :  1398
     miner 6    :  1398
     miner 7    :  1398
     miner 8    :  1398
     miner 9    :  1398
     miner 0    :  1399
     miner 2    :  1399
B5:
recieved miner in round
     miner 7    :  1755
     miner 0    :  1755
     miner 1    :  1755
     miner 4    :  1755
     miner 5    :  1755
     miner 6    :  1755
     miner 8    :  1755
     miner 2    :  1756
     miner 3    :  1756
     miner 9    :  1756
B6:
recieved miner in round
     miner 4    :  2092
     miner 0    :  2092
     miner 1    :  2092
     miner 2    :  2092
     miner 5    :  2092
     miner 7    :  2092
     miner 8    :  2092
     miner 9    :  2092
     miner 3    :  2093
     miner 6    :  2093
B7:
recieved miner in round
     miner 3    :  2093
     miner 1    :  2093
     miner 4    :  2093
     miner 5    :  2093
     miner 6    :  2093
     miner 9    :  2093
     miner 0    :  2094
     miner 2    :  2094
     miner 8    :  2094
     miner 7    :  2095
B8:
recieved miner in round
     miner 5    :  2445
     miner 1    :  2445
     miner 2    :  2445
     miner 3    :  2445
     miner 6    :  2445
     miner 7    :  2445
     miner 8    :  2445
     miner 0    :  2446
     miner 4    :  2446
     miner 9    :  2446
B9:
recieved miner in round
     miner 5    :  2779
     miner 0    :  2779
     miner 1    :  2779
     miner 2    :  2779
     miner 3    :  2779
     miner 4    :  2779
     miner 6    :  2779
     miner 7    :  2779
     miner 8    :  2779
     miner 9    :  2780
B10:
recieved miner in round
     miner 4    :  3141
     miner 0    :  3141
     miner 1    :  3141
     miner 2    :  3141
     miner 3    :  3141
     miner 5    :  3141
     miner 7    :  3141
     miner 9    :  3141
     miner 6    :  3142
     miner 8    :  3142
B11:
recieved miner in round
     miner 3    :  3486
     miner 0    :  3486
     miner 1    :  3486
     miner 2    :  3486
     miner 4    :  3486
     miner 5    :  3486
     miner 6    :  3486
     miner 7    :  3486
     miner 8    :  3486
     miner 9    :  3487
B12:
recieved miner in round
     miner 5    :  3835
     miner 0    :  3835
     miner 1    :  3835
     miner 2    :  3835
     miner 3    :  3835
     miner 4    :  3835
     miner 6    :  3835
     miner 8    :  3835
     miner 7    :  3836
     miner 9    :  3836
B13:
recieved miner in round
     miner 3    :  4172
     miner 0    :  4172
     miner 1    :  4172
     miner 2    :  4172
     miner 4    :  4172
     miner 5    :  4172
     miner 6    :  4172
     miner 7    :  4172
     miner 8    :  4172
     miner 9    :  4172
B14:
recieved miner in round
     miner 9    :  4513
     miner 0    :  4513
     miner 1    :  4513
     miner 2    :  4513
     miner 3    :  4513
     miner 4    :  4513
     miner 5    :  4513
     miner 6    :  4513
     miner 7    :  4513
     miner 8    :  4513
B15:
recieved miner in round
     miner 5    :  4849
     miner 1    :  4849
     miner 2    :  4849
     miner 3    :  4849
     miner 6    :  4849
     miner 7    :  4849
     miner 8    :  4849
     miner 9    :  4849
     miner 0    :  4850
     miner 4    :  4850
B16:
recieved miner in round
     miner 5    :  5204
     miner 3    :  5204
     miner 4    :  5204
     miner 6    :  5204
     miner 7    :  5204
     miner 9    :  5204
     miner 0    :  5205
     miner 1    :  5205
     miner 2    :  5205
     miner 8    :  5205
B17:
recieved miner in round
     miner 5    :  5567
     miner 0    :  5567
     miner 1    :  5567
     miner 4    :  5567
     miner 7    :  5567
     miner 8    :  5567
     miner 9    :  5567
     miner 2    :  5568
     miner 3    :  5568
     miner 6    :  5568
B18:
recieved miner in round
     miner 6    :  5959
