B1:
recieved miner in round
     miner 3    :  174
     miner 0    :  174
     miner 1    :  174
     miner 2    :  174
     miner 4    :  174
     miner 5    :  174
     miner 6    :  174
     miner 7    :  174
     miner 8    :  174
     miner 9    :  174
B2:
recieved miner in round
     miner 2    :  342
     miner 0    :  342
     miner 1    :  342
     miner 4    :  342
     miner 5    :  342
     miner 6    :  342
     miner 7    :  342
     miner 8    :  342
     miner 9    :  342
     miner 3    :  343
B3:
recieved miner in round
     miner 4    :  511
     miner 0    :  511
     miner 1    :  511
     miner 3    :  511
     miner 5    :  511
     miner 7    :  511
     miner 9    :  511
     miner 2    :  512
     miner 6    :  512
     miner 8    :  513
B4:
recieved miner in round
     miner 9    :  683
     miner 0    :  683
     miner 1    :  683
     miner 3    :  683
     miner 5    :  683
     miner 6    :  683
     miner 7    :  683
     miner 8    :  683
     miner 2    :  684
     miner 4    :  684
B5:
recieved miner in round
     miner 5    :  851
     miner 0    :  851
     miner 1    :  851
     miner 2    :  851
     miner 3    :  851
     miner 4    :  851
     miner 6    :  851
     miner 7    :  851
     miner 8    :  851
     miner 9    :  851
B6:
recieved miner in round
     miner 3    :  1025
     miner 0    :  1025
     miner 1    :  1025
     miner 2    :  1025
     miner 4    :  1025
     miner 5    :  1025
     miner 6    :  1025
     miner 7    :  1025
     miner 8    :  1025
     miner 9    :  1026
B7:
recieved miner in round
     miner 4    :  1207
     miner 0    :  1207
     miner 1    :  1207
     miner 2    :  1207
     miner 6    :  1207
     miner 7    :  1207
     miner 8    :  1207
     miner 9    :  1207
     miner 3    :  1208
     miner 5    :  1208
B8:
recieved miner in round
     miner 6    :  1386
     miner 0    :  1386
     miner 1    :  1386
     miner 2    :  1386
     miner 3    :  1386
     miner 5    :  1386
     miner 7    :  1386
     miner 8    :  1386
     miner 4    :  1387
     miner 9    :  1387
B9:
recieved miner in round
     miner 1    :  1568
     miner 0    :  1568
     miner 2    :  1568
     miner 4    :  1568
     miner 5    :  1568
     miner 6    :  1568
     miner 7    :  1568
     miner 3    :  1569
     miner 8    :  1569
     miner 9    :  1570
B10:
recieved miner in round
     miner 2    :  1744
     miner 0    :  1744
     miner 1    :  1744
     miner 3    :  1744
     miner 4    :  1744
     miner 5    :  1744
     miner 6    :  1744
     miner 7    :  1744
     miner 9    :  1744
     miner 8    :  1746
B11:
recieved miner in round
     miner 5    :  1919
     miner 0    :  1919
     miner 1    :  1919
     miner 3    :  1919
     miner 4    :  1919
     miner 6    :  1919
     miner 7    :  1919
     miner 8    :  1919
     miner 2    :  1920
     miner 9    :  1920
B12:
recieved miner in round
     miner 9    :  2104
     miner 0    :  2104
     miner 1    :  2104
     miner 2    :  2104
     miner 3    :  2104
     miner 5    :  2104
     miner 6    :  2104
     miner 4    :  2105
     miner 7    :  2105
     miner 8    :  2105
B13:
recieved miner in round
     miner 0    :  2283
     miner 1    :  2283
     miner 2    :  2283
     miner 4    :  2283
     miner 6    :  2283
     miner 8    :  2283
     miner 3    :  2284
     miner 7    :  2284
     miner 5    :  2285
     miner 9    :  2285
B14:
recieved miner in round
     miner 1    :  2454
     miner 2    :  2454
     miner 3    :  2454
     miner 4    :  2454
     miner 5    :  2454
     miner 6    :  2454
     miner 7    :  2454
     miner 8    :  2454
     miner 9    :  2454
     miner 0    :  2455
B15:
recieved miner in round
     miner 5    :  2622
     miner 0    :  2622
     miner 1    :  2622
     miner 2    :  2622
     miner 4    :  2622
     miner 7    :  2622
     miner 8    :  2622
     miner 9    :  2622
     miner 3    :  2623
     miner 6    :  2623
B16:
recieved miner in round
     miner 2    :  2807
     miner 0    :  2807
     miner 3    :  2807
     miner 7    :  2807
     miner 8    :  2807
     miner 9    :  2807
     miner 1    :  2808
     miner 4    :  2808
     miner 5    :  2808
     miner 6    :  2808
B17:
recieved miner in round
     miner 2    :  2982
     miner 0    :  2982
     miner 1    :  2982
     miner 4    :  2982
     miner 6    :  2982
     miner 7    :  2982
     miner 9    :  2982
     miner 3    :  2983
